#Format version: 1.0
time[us],Waveform 1,Waveform 1,gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],magnX[uT],magnY[uT],magnZ[uT],
5626,1042815,24.3964,-0.175,-1.12,-0.717,0.004,-0.009,1.025,-15,-26.8,9.3,
15626,1042825,24.3964,-0.157,-1.137,-0.717,0.003,-0.008,1.026,-14.1,-26.1,9.3,
25626,1042835,24.3964,-0.21,-1.172,-0.7,0.004,-0.009,1.026,-14.1,-26.5,10.5,
35626,1042845,24.3964,-0.227,-1.19,-0.77,0.002,-0.009,1.026,-13.6,-25.9,10.2,
45626,1042855,24.3964,-0.245,-1.19,-0.735,0.002,-0.01,1.026,-14.5,-26.8,10.5,
55626,1042865,24.3964,-0.157,-1.172,-0.682,0.003,-0.009,1.026,-14.2,-27,9.7,
65626,1042875,24.3964,-0.28,-1.172,-0.752,0.003,-0.009,1.026,-14.5,-26.5,10.3,
75626,1042885,24.3964,-0.227,-1.155,-0.717,0.003,-0.009,1.026,-14.5,-25.9,9.7,
85626,1042895,24.358,-0.175,-1.102,-0.7,0.003,-0.008,1.027,-14.4,-26.2,9.9,
95626,1042905,24.358,-0.175,-1.137,-0.735,0.004,-0.009,1.026,-14.7,-26.1,9.3,
105626,1042915,24.358,-0.21,-1.137,-0.7,0.004,-0.009,1.026,-13.5,-26.1,8.7,
115626,1042925,24.358,-0.21,-1.102,-0.752,0.004,-0.009,1.026,-13.6,-26.2,9.6,
125626,1042935,24.358,-0.245,-1.155,-0.735,0.003,-0.01,1.026,-13.9,-25.8,9,
135626,1042945,24.358,-0.227,-1.172,-0.752,0.003,-0.009,1.026,-14.2,-26.5,9,
145626,1042955,24.358,-0.227,-1.155,-0.717,0.004,-0.008,1.026,-14.8,-26.4,10.3,
155626,1042965,24.358,-0.227,-1.172,-0.735,0.004,-0.008,1.026,-14.2,-25.8,9.4,
165626,1042975,24.358,-0.28,-1.137,-0.735,0.003,-0.009,1.026,-15.3,-26.5,9.4,
175626,1042985,24.3772,-0.245,-1.137,-0.717,0.003,-0.009,1.026,-13.6,-26.7,9.1,
185626,1042995,24.3772,-0.227,-1.102,-0.7,0.003,-0.008,1.026,-13.9,-26.1,8.7,
195626,1043005,24.3772,-0.175,-1.155,-0.77,0.004,-0.008,1.025,-14.4,-26.7,10.2,
205626,1043015,24.3772,-0.227,-1.155,-0.752,0.004,-0.009,1.025,-13.9,-27.9,9.9,
215626,1043025,24.3772,-0.262,-1.12,-0.717,0.004,-0.009,1.026,-13.8,-27,10.6,
225626,1043035,24.3772,-0.227,-1.137,-0.7,0.003,-0.008,1.026,-13.6,-25.9,9.1,
235626,1043045,24.3772,-0.227,-1.155,-0.735,0.003,-0.009,1.026,-13.9,-26.8,9.3,
245626,1043055,24.3772,-0.227,-1.155,-0.787,0.004,-0.009,1.027,-13.8,-26.7,9.9,
255626,1043065,24.3964,-0.245,-1.172,-0.752,0.004,-0.008,1.026,-13.8,-26.8,9.6,
265626,1043075,24.3964,-0.245,-1.12,-0.7,0.003,-0.009,1.027,-13.2,-25.9,9.7,
275626,1043085,24.3964,-0.245,-1.12,-0.7,0.003,-0.009,1.027,-13.8,-26.5,10,
285626,1043095,24.3964,-0.227,-1.172,-0.77,0.004,-0.01,1.025,-14.7,-27.1,10.2,
295626,1043105,24.3964,-0.192,-1.137,-0.7,0.003,-0.01,1.026,-13.8,-26.8,8.7,
305626,1043115,24.3964,-0.28,-1.172,-0.717,0.003,-0.01,1.025,-13.9,-25.9,10,
315626,1043125,24.3964,-0.262,-1.155,-0.717,0.003,-0.009,1.027,-13.9,-26.7,9,
325626,1043135,24.3964,-0.227,-1.137,-0.717,0.004,-0.009,1.026,-14.8,-25.8,10.3,
335626,1043145,24.3964,-0.21,-1.12,-0.682,0.004,-0.008,1.026,-14.7,-26.2,9.6,
345626,1043155,24.3964,-0.262,-1.172,-0.752,0.004,-0.008,1.027,-14.4,-26.5,10.3,
355626,1043165,24.3964,-0.245,-1.155,-0.752,0.003,-0.009,1.026,-13.9,-26.7,9.4,
365626,1043175,24.3964,-0.28,-1.137,-0.735,0.004,-0.009,1.027,-14.4,-26.7,9,
375626,1043185,24.3964,-0.28,-1.137,-0.752,0.003,-0.01,1.027,-14.7,-26.8,9.3,
385626,1043195,24.3964,-0.192,-1.12,-0.717,0.003,-0.009,1.026,-14.2,-26.7,9.7,
395626,1043205,24.3964,-0.175,-1.137,-0.717,0.003,-0.009,1.026,-14.7,-27,9.3,
405626,1043215,24.3964,-0.227,-1.155,-0.7,0.004,-0.008,1.026,-13.3,-26.7,9.1,
415626,1043225,24.3772,-0.262,-1.155,-0.682,0.003,-0.009,1.027,-14.5,-26.8,8.7,
425626,1043235,24.3772,-0.227,-1.19,-0.7,0.004,-0.008,1.026,-15.1,-26.5,10.3,
435626,1043245,24.3772,-0.297,-1.207,-0.717,0.003,-0.009,1.026,-13.5,-26.1,8.7,
445626,1043255,24.3772,-0.227,-1.137,-0.717,0.004,-0.009,1.026,-14.8,-26.2,9.1,
455626,1043265,24.3772,-0.262,-1.137,-0.735,0.003,-0.01,1.026,-14.5,-26.2,8.7,
465626,1043275,24.3772,-0.21,-1.12,-0.735,0.003,-0.009,1.027,-13.6,-27,9.3,
475626,1043285,24.3772,-0.262,-1.137,-0.682,0.002,-0.01,1.026,-14.4,-26.4,9.4,
485626,1043295,24.3772,-0.227,-1.172,-0.735,0.004,-0.009,1.026,-13.5,-27,9.7,
495626,1043305,24.3964,-0.21,-1.19,-0.752,0.003,-0.009,1.026,-15,-25.8,9.1,
505626,1043315,24.3964,-0.245,-1.225,-0.717,0.004,-0.01,1.026,-13.8,-26.8,8.5,
515626,1043325,24.3964,-0.21,-1.172,-0.7,0.004,-0.008,1.026,-14.1,-25.5,9,
525626,1043335,24.3964,-0.227,-1.155,-0.752,0.003,-0.009,1.027,-15.1,-27.1,10,
535626,1043345,24.3964,-0.262,-1.172,-0.735,0.003,-0.009,1.026,-14.1,-26.8,11.2,
545626,1043355,24.3964,-0.262,-1.207,-0.717,0.003,-0.009,1.026,-14.5,-25.5,9.1,
555626,1043365,24.3964,-0.227,-1.137,-0.735,0.004,-0.009,1.027,-15.4,-27,9.1,
565626,1043375,24.3964,-0.21,-1.19,-0.717,0.004,-0.009,1.026,-14.1,-27.3,9.6,
575626,1043385,24.358,-0.245,-1.172,-0.7,0.003,-0.01,1.026,-14.5,-26.2,9.4,
585626,1043395,24.358,-0.315,-1.207,-0.752,0.003,-0.01,1.026,-14.2,-26.2,9.9,
595626,1043405,24.358,-0.227,-1.19,-0.735,0.003,-0.009,1.026,-14.8,-25.9,9,
605626,1043415,24.358,-0.297,-1.172,-0.752,0.004,-0.009,1.027,-14.5,-26.8,9.6,
615626,1043425,24.358,-0.28,-1.172,-0.752,0.003,-0.01,1.026,-14.2,-26.5,8.8,
625626,1043435,24.358,-0.262,-1.172,-0.77,0.003,-0.009,1.026,-14.2,-27.3,9.9,
635626,1043445,24.358,-0.227,-1.155,-0.7,0.003,-0.009,1.026,-14.4,-25.8,9.3,
645626,1043455,24.358,-0.192,-1.155,-0.682,0.004,-0.01,1.026,-14.2,-26.5,9.6,
655626,1043465,24.358,-0.227,-1.137,-0.717,0.004,-0.011,1.026,-15,-25.8,8.8,
665626,1043475,24.3964,-0.28,-1.155,-0.7,0.005,-0.008,1.026,-14.8,-25.8,9.6,
675626,1043485,24.3964,-0.262,-1.137,-0.717,0.003,-0.009,1.026,-14.2,-25.5,9.4,
685626,1043495,24.3964,-0.227,-1.172,-0.735,0.003,-0.009,1.026,-14.5,-26.1,9.3,
695626,1043505,24.3964,-0.262,-1.172,-0.717,0.004,-0.009,1.026,-14.1,-26.4,10,
705626,1043515,24.3964,-0.227,-1.155,-0.735,0.003,-0.008,1.027,-13.8,-25.8,10.6,
715626,1043525,24.3964,-0.245,-1.102,-0.717,0.004,-0.009,1.026,-15.3,-27.4,10.2,
725626,1043535,24.3964,-0.192,-1.137,-0.735,0.004,-0.009,1.026,-14.4,-26.5,10,
735626,1043545,24.3964,-0.157,-1.155,-0.717,0.003,-0.009,1.026,-14.2,-26.2,10.5,
745626,1043555,24.3772,-0.227,-1.155,-0.787,0.004,-0.009,1.026,-14.7,-27.1,10.3,
755626,1043565,24.3772,-0.28,-1.172,-0.752,0.003,-0.01,1.026,-13.6,-26.7,10.2,
765626,1043575,24.3772,-0.245,-1.155,-0.735,0.003,-0.009,1.026,-14.5,-26.5,9.7,
775626,1043585,24.3772,-0.262,-1.137,-0.717,0.004,-0.009,1.026,-13,-25.9,10,
785626,1043595,24.3772,-0.262,-1.155,-0.752,0.005,-0.009,1.026,-13.3,-26.4,10.2,
795626,1043605,24.3772,-0.245,-1.172,-0.735,0.003,-0.009,1.026,-14.5,-25.9,9.6,
805626,1043615,24.3772,-0.175,-1.172,-0.752,0.004,-0.009,1.026,-13.5,-26.1,10.8,
815626,1043625,24.3772,-0.21,-1.19,-0.7,0.004,-0.009,1.026,-15,-26.5,10.3,
825626,1043635,24.358,-0.227,-1.19,-0.735,0.004,-0.009,1.025,-15,-25.9,9.9,
835626,1043645,24.358,-0.21,-1.155,-0.735,0.003,-0.009,1.026,-14.8,-26.4,10.6,
845626,1043655,24.358,-0.227,-1.137,-0.717,0.004,-0.009,1.026,-15,-26.2,10.3,
855626,1043665,24.358,-0.28,-1.225,-0.77,0.003,-0.009,1.026,-15.6,-25.8,9.1,
865626,1043675,24.358,-0.245,-1.172,-0.735,0.004,-0.009,1.026,-13.9,-26.1,9.9,
875626,1043685,24.358,-0.245,-1.12,-0.735,0.003,-0.009,1.025,-14.8,-25.6,10,
885626,1043695,24.358,-0.262,-1.155,-0.717,0.003,-0.008,1.026,-14.2,-25.5,9.4,
895626,1043705,24.358,-0.28,-1.172,-0.735,0.003,-0.009,1.026,-14.8,-25.8,10.2,
905626,1043715,24.358,-0.315,-1.155,-0.77,0.003,-0.009,1.026,-14.2,-25.9,10.3,
915626,1043725,24.358,-0.28,-1.137,-0.752,0.003,-0.008,1.025,-15.1,-26.1,9.7,
925626,1043735,24.358,-0.21,-1.155,-0.752,0.004,-0.01,1.026,-13.5,-25.9,10,
935626,1043745,24.358,-0.21,-1.137,-0.7,0.002,-0.009,1.026,-13.9,-25.8,9.6,
945626,1043755,24.358,-0.28,-1.155,-0.735,0.002,-0.009,1.026,-14.1,-26.4,8.8,
955626,1043765,24.358,-0.28,-1.155,-0.752,0.003,-0.01,1.026,-13.6,-26.4,8.8,
965626,1043775,24.358,-0.245,-1.19,-0.717,0.003,-0.009,1.026,-14.4,-25.6,10.2,
975626,1043785,24.358,-0.245,-1.137,-0.7,0.004,-0.009,1.026,-13.6,-25.8,9.7,
985626,1043795,24.3772,-0.157,-1.137,-0.735,0.004,-0.008,1.026,-14.8,-26.1,9.3,
995626,1043805,24.3772,-0.227,-1.172,-0.7,0.004,-0.009,1.026,-13.2,-25.6,9.6,
1005626,1043815,24.3772,-0.262,-1.19,-0.717,0.003,-0.009,1.026,-13.9,-26.7,9.7,
1015626,1043825,24.3772,-0.245,-1.155,-0.735,0.003,-0.009,1.026,-13.9,-27.6,9.9,
1025626,1043835,24.3772,-0.192,-1.172,-0.752,0.003,-0.009,1.025,-14.5,-27,9.7,
1035626,1043845,24.3772,-0.245,-1.172,-0.752,0.003,-0.009,1.026,-13.8,-25.6,9.4,
1045626,1043855,24.3772,-0.262,-1.19,-0.752,0.004,-0.009,1.026,-14.4,-26.7,10.3,
1055626,1043865,24.3772,-0.21,-1.102,-0.735,0.002,-0.009,1.026,-14.8,-25.6,9.1,
1065626,1043875,24.358,-0.21,-1.102,-0.735,0.002,-0.009,1.026,-13.6,-26.1,10,
1075626,1043885,24.358,-0.21,-1.12,-0.717,0.003,-0.009,1.026,-14.5,-25.9,10,
1085626,1043895,24.358,-0.262,-1.155,-0.752,0.003,-0.007,1.026,-14.1,-27.1,9.4,
1095626,1043905,24.358,-0.28,-1.19,-0.77,0.004,-0.009,1.026,-13.9,-26.7,9.9,
1105626,1043915,24.358,-0.262,-1.19,-0.7,0.003,-0.01,1.026,-14.1,-26.2,9.6,
1115626,1043925,24.358,-0.192,-1.155,-0.7,0.003,-0.009,1.026,-14.2,-26.7,10.2,
1125626,1043935,24.358,-0.192,-1.155,-0.7,0.003,-0.008,1.026,-14.5,-26.7,8.1,
1135626,1043945,24.358,-0.245,-1.137,-0.735,0.004,-0.009,1.026,-14.1,-26.4,10.3,
1145626,1043955,24.358,-0.227,-1.19,-0.752,0.004,-0.01,1.026,-13.6,-26.2,10,
1155626,1043965,24.3772,-0.227,-1.19,-0.7,0.003,-0.009,1.026,-14.2,-26.8,10,
1165626,1043975,24.3772,-0.245,-1.155,-0.717,0.003,-0.008,1.026,-13.9,-26.5,10.5,
1175626,1043985,24.3772,-0.262,-1.172,-0.735,0.004,-0.009,1.026,-13.8,-26.4,10.3,
1185626,1043995,24.3772,-0.245,-1.155,-0.735,0.004,-0.01,1.026,-13.3,-26.8,9.6,
1195645,1044005,24.3772,-0.192,-1.155,-0.682,0.003,-0.01,1.026,-13.8,-26.7,9.4,
1205626,1044015,24.3772,-0.21,-1.19,-0.7,0.003,-0.009,1.026,-14.7,-26.7,9,
1215626,1044025,24.3772,-0.245,-1.137,-0.682,0.004,-0.009,1.026,-13.5,-26.7,9.4,
1225626,1044035,24.3772,-0.227,-1.155,-0.682,0.004,-0.009,1.026,-14.4,-26.5,10.5,
1235626,1044045,24.3772,-0.192,-1.12,-0.752,0.003,-0.009,1.026,-13.9,-26.1,9.9,
1245626,1044055,24.3772,-0.21,-1.155,-0.735,0.003,-0.009,1.025,-14.2,-27,9.7,
1255626,1044065,24.3772,-0.192,-1.137,-0.717,0.004,-0.008,1.026,-14.5,-26.2,9.9,
1265626,1044075,24.3772,-0.21,-1.155,-0.717,0.005,-0.009,1.027,-13.9,-27.1,9.7,
1275626,1044085,24.3772,-0.245,-1.172,-0.752,0.003,-0.009,1.026,-14.7,-26.7,9.3,
1285626,1044095,24.3772,-0.262,-1.155,-0.717,0.004,-0.009,1.026,-14.8,-26.4,9.1,
1295626,1044105,24.3772,-0.245,-1.19,-0.735,0.004,-0.01,1.026,-14.4,-25.9,9.6,
1305626,1044115,24.3772,-0.262,-1.155,-0.735,0.004,-0.009,1.027,-13.9,-26.2,9.7,
1315626,1044125,24.358,-0.175,-1.137,-0.717,0.004,-0.009,1.026,-13.5,-26.1,9.7,
1325626,1044135,24.358,-0.175,-1.137,-0.7,0.003,-0.009,1.026,-13.5,-26.8,10.3,
1335626,1044145,24.358,-0.21,-1.137,-0.7,0.004,-0.009,1.026,-13.5,-25.9,9.6,
1345626,1044155,24.358,-0.262,-1.172,-0.735,0.003,-0.009,1.025,-13.8,-25.8,10,
1355626,1044165,24.358,-0.28,-1.19,-0.735,0.004,-0.008,1.026,-14.5,-26.4,9.4,
1365626,1044175,24.358,-0.227,-1.137,-0.752,0.003,-0.008,1.027,-14.5,-27.3,10,
1375626,1044185,24.358,-0.227,-1.137,-0.735,0.003,-0.009,1.025,-13.5,-27.4,9.7,
1385626,1044195,24.358,-0.245,-1.207,-0.735,0.005,-0.009,1.026,-13.9,-25.8,10.5,
1395626,1044205,24.3964,-0.227,-1.225,-0.7,0.003,-0.009,1.025,-14.2,-25.8,10.2,
1405626,1044215,24.3964,-0.262,-1.207,-0.717,0.003,-0.009,1.026,-14.4,-27,9,
1415626,1044225,24.3964,-0.297,-1.172,-0.717,0.003,-0.009,1.026,-14.1,-26.8,10.3,
1425626,1044235,24.3964,-0.245,-1.137,-0.735,0.004,-0.008,1.026,-13.9,-27.3,10.2,
1435626,1044245,24.3964,-0.21,-1.172,-0.717,0.003,-0.009,1.025,-13.9,-27.1,10.3,
1445626,1044255,24.3964,-0.262,-1.155,-0.752,0.003,-0.009,1.026,-14.2,-26.2,9,
1455626,1044265,24.3964,-0.297,-1.19,-0.752,0.003,-0.009,1.026,-13.3,-26.8,9.3,
1465626,1044275,24.3964,-0.21,-1.12,-0.735,0.004,-0.009,1.027,-15,-26.8,9.9,
1475626,1044285,24.358,-0.21,-1.12,-0.717,0.003,-0.009,1.026,-13.8,-26.2,10,
1485626,1044295,24.358,-0.28,-1.137,-0.7,0.003,-0.009,1.026,-14.5,-26.1,8.8,
1495626,1044305,24.358,-0.227,-1.155,-0.752,0.004,-0.009,1.026,-14.1,-26.4,9.9,
1505626,1044315,24.358,-0.262,-1.19,-0.717,0.003,-0.009,1.026,-13.3,-26.2,10.5,
1515626,1044325,24.358,-0.315,-1.19,-0.735,0.004,-0.008,1.026,-13.2,-26.5,9.7,
1525626,1044335,24.358,-0.245,-1.155,-0.735,0.003,-0.008,1.026,-14.1,-27.7,9.7,
1535626,1044345,24.358,-0.262,-1.225,-0.735,0.003,-0.009,1.026,-15.1,-25.8,9.9,
1545626,1044355,24.358,-0.21,-1.155,-0.752,0.004,-0.009,1.026,-14.5,-25.5,10,
1555626,1044365,24.358,-0.21,-1.137,-0.752,0.004,-0.009,1.026,-13.9,-25.9,9.7,
1565626,1044375,24.3388,-0.245,-1.137,-0.717,0.004,-0.009,1.026,-14.2,-25.9,10,
1575626,1044385,24.3388,-0.21,-1.172,-0.717,0.003,-0.01,1.026,-14.2,-26.2,9.7,
1585626,1044395,24.3388,-0.227,-1.172,-0.7,0.004,-0.01,1.026,-14.7,-25.8,10.3,
1595626,1044405,24.3388,-0.227,-1.172,-0.735,0.004,-0.009,1.026,-13.9,-26.8,9.6,
1605626,1044415,24.3388,-0.227,-1.172,-0.735,0.003,-0.009,1.025,-13.6,-25.9,9.6,
1615626,1044425,24.3388,-0.262,-1.19,-0.717,0.002,-0.009,1.026,-13.8,-27.3,9.7,
1625626,1044435,24.3388,-0.245,-1.155,-0.7,0.003,-0.009,1.025,-14.2,-26.2,10,
1635626,1044445,24.3388,-0.227,-1.172,-0.7,0.003,-0.009,1.027,-14.4,-26.8,10.5,
1645626,1044455,24.3772,-0.245,-1.137,-0.735,0.003,-0.008,1.026,-13.9,-25.6,9.4,
1655626,1044465,24.3772,-0.192,-1.155,-0.752,0.005,-0.009,1.027,-13.8,-27.1,9.3,
1665626,1044475,24.3772,-0.245,-1.19,-0.717,0.004,-0.01,1.024,-14.4,-26.5,9.6,
1675626,1044485,24.3772,-0.21,-1.172,-0.7,0.003,-0.009,1.026,-14.1,-27.1,9.7,
1685626,1044495,24.3772,-0.21,-1.19,-0.735,0.003,-0.009,1.028,-14.1,-26.7,10.5,
1695626,1044505,24.3772,-0.227,-1.172,-0.735,0.003,-0.01,1.024,-13.5,-27.1,9.7,
1705626,1044515,24.3772,-0.227,-1.172,-0.735,0.003,-0.009,1.027,-14.1,-26.5,9,
1715626,1044525,24.3772,-0.245,-1.12,-0.735,0.004,-0.008,1.025,-13.5,-27.3,9.6,
1725626,1044535,24.3964,-0.157,-1.155,-0.752,0.003,-0.009,1.026,-13.8,-26.2,9.1,
1735626,1044545,24.3964,-0.175,-1.155,-0.682,0.004,-0.009,1.026,-14.1,-25.9,9,
1745626,1044555,24.3964,-0.21,-1.172,-0.7,0.004,-0.009,1.026,-14.2,-26.2,9.6,
1755626,1044565,24.3964,-0.262,-1.172,-0.717,0.004,-0.009,1.026,-14.4,-25.8,9.1,
1765626,1044575,24.3964,-0.28,-1.225,-0.735,0.004,-0.009,1.026,-15,-26.5,9.4,
1775626,1044585,24.3964,-0.245,-1.19,-0.717,0.005,-0.008,1.026,-14.7,-25.8,9.7,
1785626,1044595,24.3964,-0.262,-1.137,-0.717,0.004,-0.009,1.026,-13.9,-26.2,9.4,
1795626,1044605,24.3964,-0.297,-1.137,-0.735,0.003,-0.009,1.026,-13.6,-26.4,9.9,
1805626,1044615,24.358,-0.28,-1.172,-0.717,0.003,-0.009,1.026,-14.4,-26.1,9.6,
1815626,1044625,24.358,-0.21,-1.137,-0.7,0.004,-0.009,1.026,-14.1,-25.9,10.6,
1825626,1044635,24.358,-0.245,-1.172,-0.735,0.003,-0.009,1.026,-14.1,-26.5,9.6,
1835626,1044645,24.358,-0.262,-1.155,-0.735,0.004,-0.01,1.026,-14.7,-25.3,9.4,
1845626,1044655,24.358,-0.245,-1.172,-0.752,0.004,-0.009,1.026,-14.7,-26.5,10.3,
1855626,1044665,24.358,-0.245,-1.172,-0.752,0.004,-0.009,1.026,-14.1,-26.1,9.1,
1865626,1044675,24.358,-0.245,-1.172,-0.752,0.003,-0.01,1.026,-14.5,-26.7,9.4,
1875626,1044685,24.358,-0.227,-1.102,-0.717,0.003,-0.009,1.026,-14.2,-26.4,10,
1885626,1044695,24.3772,-0.262,-1.172,-0.735,0.003,-0.009,1.026,-14.7,-25.9,9.7,
1895626,1044705,24.3772,-0.297,-1.207,-0.735,0.004,-0.01,1.026,-14.1,-26.5,9.6,
1905626,1044715,24.3772,-0.245,-1.137,-0.717,0.003,-0.009,1.026,-13,-27.3,9.9,
1915626,1044725,24.3772,-0.21,-1.155,-0.752,0.003,-0.008,1.025,-13.8,-27.4,9.7,
1925626,1044735,24.3772,-0.227,-1.155,-0.717,0.002,-0.01,1.026,-14.7,-26.2,9.4,
1935626,1044745,24.3772,-0.227,-1.137,-0.682,0.003,-0.009,1.026,-14.4,-26.7,10.5,
1945626,1044755,24.3772,-0.227,-1.172,-0.717,0.003,-0.009,1.025,-14.4,-27.9,10.3,
1955626,1044765,24.3772,-0.192,-1.207,-0.735,0.002,-0.01,1.026,-14.2,-26.2,10.3,
1965626,1044775,24.3772,-0.262,-1.242,-0.77,0.003,-0.01,1.026,-14.1,-26.8,9.1,
1975626,1044785,24.3772,-0.245,-1.207,-0.752,0.003,-0.009,1.027,-13.9,-26.4,10.5,
1985626,1044795,24.3772,-0.262,-1.19,-0.717,0.003,-0.009,1.026,-14.1,-26.1,9.1,
1995626,1044805,24.3772,-0.297,-1.155,-0.665,0.003,-0.009,1.026,-14.2,-25.8,9.3,
2005626,1044815,24.3772,-0.245,-1.155,-0.717,0.003,-0.009,1.025,-14.4,-26.7,10,
2015626,1044825,24.3772,-0.192,-1.155,-0.7,0.003,-0.008,1.026,-13.8,-26.4,10,
2025626,1044835,24.3772,-0.21,-1.155,-0.717,0.003,-0.009,1.026,-13.8,-26.7,9.4,
2035626,1044845,24.3772,-0.245,-1.172,-0.7,0.003,-0.008,1.026,-13.2,-25.8,9.6,
2045626,1044855,24.3772,-0.245,-1.12,-0.7,0.003,-0.008,1.026,-13.9,-26.2,9.4,
2055626,1044865,24.3772,-0.315,-1.172,-0.735,0.003,-0.009,1.026,-13.9,-27,9.9,
2065626,1044875,24.3772,-0.245,-1.172,-0.735,0.004,-0.009,1.026,-13.8,-26.7,9.9,
2075626,1044885,24.3772,-0.192,-1.155,-0.752,0.003,-0.01,1.025,-15,-26.7,10.2,
2085626,1044895,24.3772,-0.192,-1.19,-0.682,0.003,-0.009,1.025,-13.9,-26.5,9.3,
2095626,1044905,24.3772,-0.227,-1.172,-0.682,0.002,-0.008,1.026,-14.2,-26.2,9.1,
2105626,1044915,24.3772,-0.227,-1.155,-0.682,0.004,-0.009,1.025,-14.4,-25.8,9,
2115626,1044925,24.3772,-0.262,-1.12,-0.7,0.003,-0.009,1.026,-14.4,-26.8,8.8,
2125626,1044935,24.3772,-0.262,-1.172,-0.717,0.003,-0.009,1.025,-14.1,-26.5,9.6,
2135626,1044945,24.358,-0.245,-1.225,-0.665,0.003,-0.01,1.026,-13.3,-26.7,8.4,
2145626,1044955,24.358,-0.245,-1.207,-0.735,0.004,-0.01,1.026,-13.3,-26.4,9.1,
2155626,1044965,24.358,-0.245,-1.102,-0.7,0.003,-0.009,1.026,-13.6,-26.2,9.1,
2165626,1044975,24.358,-0.262,-1.137,-0.682,0.003,-0.009,1.026,-14.5,-26.4,9.3,
2175626,1044985,24.358,-0.245,-1.137,-0.682,0.003,-0.009,1.026,-14.4,-25.8,9.4,
2185626,1044995,24.358,-0.245,-1.155,-0.7,0.004,-0.009,1.027,-14.8,-25.3,9.4,
2195626,1045005,24.358,-0.262,-1.137,-0.735,0.003,-0.009,1.026,-14.5,-27.7,9.3,
2205626,1045015,24.358,-0.262,-1.207,-0.735,0.003,-0.008,1.026,-14.2,-26.8,9.3,
2215626,1045025,24.3388,-0.262,-1.172,-0.717,0.003,-0.009,1.025,-13.6,-25.9,10,
2225626,1045035,24.3388,-0.175,-1.137,-0.7,0.004,-0.009,1.025,-14.4,-26.5,8.7,
2235626,1045045,24.3388,-0.245,-1.172,-0.7,0.003,-0.009,1.026,-13.6,-26.1,8.8,
2245626,1045055,24.3388,-0.227,-1.172,-0.735,0.003,-0.01,1.026,-13.6,-27.6,9.4,
2255626,1045065,24.3388,-0.227,-1.155,-0.7,0.003,-0.01,1.025,-13.5,-26.5,9,
2265626,1045075,24.3388,-0.245,-1.137,-0.735,0.003,-0.008,1.026,-14.1,-25.8,9.6,
2275626,1045085,24.3388,-0.21,-1.172,-0.752,0.003,-0.009,1.025,-13.9,-26.4,8.4,
2285626,1045095,24.3388,-0.227,-1.137,-0.735,0.004,-0.01,1.026,-14.2,-25.9,9.1,
2295626,1045105,24.3388,-0.21,-1.155,-0.717,0.004,-0.008,1.027,-13.6,-26.7,10,
2305626,1045115,24.3388,-0.245,-1.19,-0.717,0.003,-0.009,1.026,-14.5,-26.2,9,
2315626,1045125,24.3388,-0.245,-1.172,-0.735,0.004,-0.008,1.026,-15,-25.8,9.9,
2325626,1045135,24.3388,-0.175,-1.137,-0.735,0.004,-0.009,1.026,-14.1,-26.7,9,
2335626,1045145,24.3388,-0.21,-1.155,-0.735,0.003,-0.008,1.025,-13.8,-26.7,8.8,
2345626,1045155,24.3388,-0.21,-1.155,-0.7,0.004,-0.009,1.025,-13.8,-25.5,9.3,
2355626,1045165,24.3388,-0.192,-1.19,-0.717,0.003,-0.008,1.026,-13.8,-26.1,10.5,
2365626,1045175,24.3388,-0.21,-1.19,-0.717,0.003,-0.008,1.026,-14.1,-26.2,8.8,
2375626,1045185,24.3772,-0.262,-1.137,-0.717,0.004,-0.01,1.026,-13.6,-26.1,9.4,
2385626,1045195,24.3772,-0.28,-1.155,-0.735,0.003,-0.01,1.026,-14.5,-26.5,10.3,
2395626,1045205,24.3772,-0.297,-1.137,-0.77,0.003,-0.009,1.026,-13.3,-25.9,8.8,
2405626,1045215,24.3772,-0.28,-1.102,-0.7,0.004,-0.009,1.026,-13.8,-26.4,9.7,
2415626,1045225,24.3772,-0.175,-1.12,-0.7,0.003,-0.009,1.026,-13.3,-26.1,8.5,
2425626,1045235,24.3772,-0.227,-1.172,-0.717,0.004,-0.009,1.026,-13.5,-26.1,9.3,
2435626,1045245,24.3772,-0.28,-1.155,-0.717,0.003,-0.01,1.026,-13.6,-26.4,9.6,
2445626,1045255,24.3772,-0.262,-1.155,-0.735,0.004,-0.01,1.026,-13.8,-26.4,8.8,
2455626,1045265,24.3772,-0.245,-1.155,-0.735,0.004,-0.009,1.026,-13.8,-25.9,8.8,
2465626,1045275,24.3772,-0.245,-1.19,-0.735,0.002,-0.008,1.026,-14.1,-26.7,9.9,
2475626,1045285,24.3772,-0.21,-1.155,-0.682,0.004,-0.009,1.026,-13.5,-25.9,9.6,
2485626,1045295,24.3772,-0.297,-1.172,-0.717,0.003,-0.009,1.026,-14.7,-25.3,9,
2495626,1045305,24.3772,-0.245,-1.085,-0.717,0.003,-0.009,1.026,-14.7,-25.5,9.3,
2505626,1045315,24.3772,-0.227,-1.102,-0.717,0.004,-0.008,1.027,-14.5,-25.8,9.1,
2515626,1045325,24.3772,-0.245,-1.137,-0.7,0.003,-0.009,1.026,-14.5,-25.6,8.4,
2525626,1045335,24.3772,-0.297,-1.12,-0.752,0.002,-0.01,1.026,-14.1,-25.8,9,
