#Format version: 1.0
time[us],Waveform 1,Waveform 1,gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],magnX[uT],magnY[uT],magnZ[uT],
11,45699,21.9191,-0.157,-1.137,-0.752,0.008,-0.004,1.03,-24.6,-5.5,11.5,
10000,45709,21.9191,-0.14,-1.155,-0.77,0.008,-0.003,1.029,-23.8,-6.6,10.5,
20002,45719,21.9191,-0.192,-1.225,-0.805,0.01,-0.001,1.03,-23.7,-6.1,10.6,
30000,45729,21.9191,-0.175,-1.155,-0.84,0.01,0,1.03,-23.4,-6.6,10.8,
40004,45739,21.9191,-0.245,-1.19,-0.822,0.011,0,1.03,-24.3,-5.8,11.2,
50001,45749,21.9383,-0.175,-1.137,-0.805,0.01,0,1.029,-24.6,-5.5,11.2,
60002,45759,21.9383,-0.192,-1.19,-0.84,0.009,-0.001,1.029,-23.7,-5.1,10.3,
70001,45769,21.9383,-0.21,-1.207,-0.84,0.008,-0.001,1.029,-24.3,-6.1,10.3,
80004,45779,21.9383,-0.175,-1.207,-0.857,0.009,-0.001,1.029,-25.2,-6.3,11.2,
90000,45789,21.9383,-0.157,-1.137,-0.84,0.009,-0.002,1.03,-24.1,-6.3,10.8,
100003,45799,21.9383,-0.175,-1.155,-0.857,0.008,-0.003,1.029,-24.4,-5.8,10.9,
110001,45809,21.9383,-0.21,-1.172,-0.805,0.009,-0.003,1.03,-24,-6.4,10.2,
120004,45819,21.9383,-0.245,-1.19,-0.857,0.007,-0.004,1.03,-24.3,-6.4,9.6,
130001,45829,21.9191,-0.21,-1.172,-0.857,0.008,-0.005,1.028,-24.7,-5.7,12,
140003,45839,21.9191,-0.192,-1.19,-0.857,0.006,-0.004,1.03,-23.4,-5.7,10.8,
150001,45849,21.9191,-0.14,-1.155,-0.822,0.006,-0.004,1.029,-23.7,-5.5,10.3,
160004,45859,21.9191,-0.175,-1.172,-0.84,0.007,-0.004,1.029,-23.5,-6,9.6,
170001,45869,21.9191,-0.175,-1.19,-0.822,0.009,-0.003,1.03,-24.7,-5.4,11.2,
180002,45879,21.9191,-0.21,-1.19,-0.805,0.009,-0.001,1.029,-23.5,-6.1,10.2,
190001,45889,21.9191,-0.175,-1.225,-0.822,0.01,-0.001,1.029,-24.1,-5.5,10.6,
200004,45899,21.9191,-0.227,-1.19,-0.805,0.009,-0.001,1.029,-24.9,-5.8,9.4,
210001,45909,21.9191,-0.192,-1.155,-0.805,0.01,-0.001,1.029,-24.3,-6.3,10.2,
220002,45919,21.9191,-0.192,-1.207,-0.84,0.009,-0.001,1.029,-23.5,-5.4,10.6,
230000,45929,21.9191,-0.175,-1.172,-0.84,0.009,-0.001,1.029,-23.8,-6.6,10.3,
240004,45939,21.9191,-0.157,-1.137,-0.857,0.008,-0.001,1.029,-23.4,-6.3,11.1,
250002,45949,21.9191,-0.21,-1.242,-0.84,0.009,-0.002,1.029,-23.7,-5.7,10.3,
260002,45959,21.9191,-0.21,-1.207,-0.84,0.008,-0.003,1.03,-24.4,-6.4,10.6,
270000,45969,21.9191,-0.192,-1.155,-0.84,0.007,-0.002,1.029,-23.8,-6.1,10.5,
280004,45979,21.9191,-0.227,-1.155,-0.822,0.007,-0.003,1.028,-23.8,-5.7,11.1,
290001,45989,21.9191,-0.192,-1.155,-0.84,0.008,-0.003,1.03,-24,-5.2,10.3,
300003,45999,21.9575,-0.157,-1.172,-0.84,0.008,-0.004,1.03,-25,-6,10.3,
310000,46009,21.9575,-0.192,-1.19,-0.84,0.008,-0.004,1.03,-24.9,-6.3,10.6,
320004,46019,21.9575,-0.157,-1.155,-0.805,0.009,-0.004,1.029,-24.9,-6,10,
330000,46029,21.9575,-0.175,-1.12,-0.822,0.009,-0.004,1.029,-24,-6.1,10.9,
340002,46039,21.9575,-0.21,-1.225,-0.787,0.01,-0.003,1.029,-24.4,-6.3,11.7,
350001,46049,21.9575,-0.227,-1.207,-0.77,0.008,-0.002,1.029,-24.3,-6.6,11.1,
360004,46059,21.9575,-0.21,-1.155,-0.787,0.008,-0.001,1.029,-23.4,-6,10.2,
370000,46069,21.9575,-0.227,-1.19,-0.822,0.008,-0.002,1.029,-24.1,-6.7,11.2,
380003,46079,21.8999,-0.21,-1.172,-0.822,0.009,-0.001,1.028,-24.9,-5.8,11.4,
390001,46089,21.8999,-0.157,-1.19,-0.805,0.008,0,1.029,-25,-5.8,10.6,
400004,46099,21.8999,-0.28,-1.19,-0.805,0.008,-0.002,1.028,-23.8,-5.8,11.4,
410001,46109,21.8999,-0.262,-1.207,-0.84,0.008,-0.002,1.029,-24.6,-6,10.5,
420002,46119,21.8999,-0.157,-1.207,-0.822,0.008,-0.004,1.029,-24.1,-6.4,10.5,
430001,46129,21.8999,-0.105,-1.137,-0.822,0.008,-0.004,1.03,-24.7,-6.7,10.5,
440004,46139,21.8999,-0.14,-1.172,-0.822,0.009,-0.003,1.03,-24.4,-5.7,10.8,
450001,46149,21.8999,-0.192,-1.19,-0.822,0.009,-0.002,1.028,-24.4,-6.1,10.2,
460002,46159,21.9383,-0.192,-1.172,-0.822,0.01,-0.002,1.029,-24.6,-5.4,11.2,
470000,46169,21.9383,-0.21,-1.137,-0.84,0.009,-0.003,1.028,-24.1,-5.4,10.3,
480004,46179,21.9383,-0.175,-1.137,-0.822,0.01,-0.002,1.029,-23.8,-5.4,10.2,
490001,46189,21.9383,-0.14,-1.207,-0.787,0.007,-0.002,1.029,-24.7,-6,10.2,
500004,46199,21.9383,-0.175,-1.19,-0.787,0.006,-0.003,1.03,-23.8,-6.3,10.9,
510001,46209,21.9383,-0.07,-1.155,-0.787,0.006,-0.002,1.029,-24.7,-5.4,10.8,
520004,46219,21.9383,-0.07,-1.19,-0.787,0.007,-0.003,1.029,-24.1,-6.4,10.9,
530000,46229,21.9383,-0.157,-1.12,-0.77,0.009,-0.002,1.029,-23.7,-6.6,11.4,
540003,46239,21.9575,-0.175,-1.12,-0.787,0.009,-0.002,1.029,-23.8,-6.4,10.9,
550001,46249,21.9575,-0.157,-1.12,-0.787,0.009,-0.002,1.029,-25,-6.7,10.9,
560004,46259,21.9575,-0.21,-1.155,-0.822,0.01,-0.002,1.029,-23.5,-6,10.8,
570001,46269,21.9575,-0.175,-1.155,-0.822,0.009,-0.002,1.028,-24.1,-6.1,10.8,
580002,46279,21.9575,-0.192,-1.172,-0.84,0.009,-0.002,1.029,-23.7,-5.5,11.5,
590001,46289,21.9575,-0.192,-1.172,-0.822,0.008,-0.002,1.028,-24.3,-6.7,10.5,
600004,46299,21.9575,-0.245,-1.207,-0.822,0.009,-0.003,1.03,-24.1,-6.3,10.3,
610001,46309,21.9575,-0.28,-1.242,-0.787,0.008,-0.003,1.03,-24.1,-6.3,10.9,
620002,46319,21.9575,-0.28,-1.207,-0.787,0.008,-0.003,1.029,-24.1,-6.3,10.6,
630001,46329,21.9959,-0.21,-1.172,-0.857,0.009,-0.002,1.03,-24.6,-6.6,10.9,
640004,46339,21.9959,-0.175,-1.19,-0.84,0.008,-0.002,1.029,-24.6,-6.1,11.1,
650000,46349,21.9959,-0.175,-1.172,-0.822,0.008,-0.002,1.028,-24.1,-6.4,11.5,
660003,46359,21.9959,-0.175,-1.155,-0.822,0.01,-0.001,1.029,-24.1,-4.9,10.8,
670001,46369,21.9959,-0.122,-1.155,-0.822,0.009,-0.004,1.028,-23.7,-6,10.5,
680004,46379,21.9959,-0.105,-1.172,-0.787,0.007,-0.004,1.029,-25,-6.3,10.2,
690001,46389,21.9959,-0.192,-1.137,-0.822,0.006,-0.003,1.028,-24.3,-5.2,11.1,
700003,46399,21.9959,-0.157,-1.155,-0.822,0.007,-0.004,1.029,-24.3,-6.1,10.8,
710001,46409,21.9383,-0.192,-1.137,-0.805,0.008,-0.003,1.029,-24.7,-6.9,10.9,
720004,46419,21.9383,-0.14,-1.155,-0.787,0.008,-0.001,1.029,-24.7,-6.1,10.6,
730001,46429,21.9383,-0.227,-1.19,-0.84,0.01,-0.001,1.029,-24.4,-6.1,10.9,
740002,46439,21.9383,-0.245,-1.207,-0.822,0.01,-0.002,1.03,-24.1,-5.7,11.2,
750002,46449,21.9383,-0.227,-1.242,-0.805,0.009,-0.001,1.028,-24.6,-5.8,11.4,
760004,46459,21.9383,-0.227,-1.207,-0.787,0.01,-0.002,1.03,-24.4,-6.1,9.9,
770001,46469,21.9383,-0.227,-1.242,-0.787,0.009,-0.003,1.029,-24.1,-5.5,11.4,
780003,46479,21.9383,-0.21,-1.242,-0.875,0.008,-0.003,1.029,-23.2,-5.7,10.3,
790001,46489,21.9767,-0.21,-1.242,-0.875,0.008,-0.002,1.029,-24.4,-6.6,10.6,
800004,46499,21.9767,-0.192,-1.19,-0.822,0.007,-0.004,1.029,-23.8,-6.3,11.2,
810001,46509,21.9767,-0.175,-1.207,-0.84,0.008,-0.004,1.029,-24,-5.8,11.2,
820002,46519,21.9767,-0.105,-1.19,-0.77,0.007,-0.003,1.029,-24.1,-6.1,11.1,
830000,46529,21.9767,-0.122,-1.19,-0.805,0.009,-0.003,1.029,-23.7,-6.3,10.9,
840004,46539,21.9767,-0.175,-1.155,-0.822,0.009,-0.002,1.03,-25.3,-6.9,10.3,
850001,46549,21.9767,-0.21,-1.172,-0.822,0.01,-0.001,1.029,-24.9,-6.6,11.1,
860002,46559,21.9767,-0.21,-1.172,-0.857,0.011,-0.001,1.029,-23.5,-6,10.6,
870001,46569,21.8999,-0.245,-1.19,-0.822,0.009,-0.001,1.03,-24.6,-5.2,11.7,
880004,46579,21.8999,-0.245,-1.19,-0.84,0.009,-0.002,1.029,-23.8,-5.4,11.2,
890001,46589,21.8999,-0.227,-1.19,-0.875,0.01,-0.002,1.028,-24.3,-5.7,10.9,
900002,46599,21.8999,-0.262,-1.225,-0.91,0.009,-0.002,1.029,-24.3,-5.7,10.6,
910001,46609,21.8999,-0.262,-1.19,-0.857,0.009,-0.003,1.03,-23.8,-6.7,10.3,
920004,46619,21.8999,-0.227,-1.19,-0.84,0.009,-0.003,1.029,-23.8,-5.2,10.8,
930001,46629,21.8999,-0.175,-1.155,-0.84,0.008,-0.004,1.029,-24,-7.2,10.8,
940003,46639,21.8999,-0.175,-1.155,-0.857,0.008,-0.004,1.029,-24.3,-5.2,11.4,
950001,46649,22.0343,-0.14,-1.12,-0.822,0.008,-0.004,1.03,-23.7,-5.5,12.1,
960004,46659,22.0343,-0.122,-1.155,-0.787,0.008,-0.003,1.029,-24,-6.4,11.7,
970000,46669,22.0343,-0.14,-1.172,-0.857,0.007,-0.003,1.029,-24.4,-6,9.9,
980003,46679,22.0343,-0.14,-1.12,-0.857,0.008,-0.003,1.029,-24,-6.3,11.8,
990001,46689,22.0343,-0.14,-1.155,-0.805,0.009,-0.003,1.03,-24.3,-5.8,11.8,
1000006,46699,22.0343,-0.087,-1.12,-0.822,0.008,-0.003,1.029,-25.3,-6.1,10.8,
1010001,46709,22.0343,-0.087,-1.085,-0.805,0.007,-0.003,1.029,-23.7,-6.1,10.9,
1020002,46719,22.0343,-0.175,-1.137,-0.735,0.008,-0.001,1.029,-24.3,-6.3,11.4,
1030001,46729,21.9191,-0.262,-1.172,-0.787,0.009,-0.002,1.03,-25,-6,11.8,
1040004,46739,21.9191,-0.245,-1.172,-0.787,0.009,-0.002,1.029,-24.3,-6.3,10.5,
1050001,46749,21.9191,-0.227,-1.19,-0.752,0.009,-0.002,1.029,-23.8,-5.8,10.6,
1060002,46759,21.9191,-0.175,-1.155,-0.805,0.01,-0.002,1.029,-24,-5.7,11.4,
1070001,46769,21.9191,-0.14,-1.137,-0.787,0.01,0,1.029,-23.8,-6.6,11.1,
1080004,46779,21.9191,-0.07,-1.12,-0.84,0.009,-0.001,1.029,-23.2,-6.1,11.2,
1090000,46789,21.9191,-0.105,-1.137,-0.857,0.008,-0.001,1.029,-24.3,-5.8,10.9,
1100002,46799,21.9191,-0.245,-1.242,-0.84,0.009,-0.002,1.029,-25,-5.5,11.1,
1110001,46809,21.9191,-0.28,-1.207,-0.787,0.008,-0.003,1.03,-23.7,-6.7,11.4,
1120004,46819,21.9575,-0.262,-1.207,-0.84,0.008,-0.003,1.029,-24.6,-6.3,11.8,
1130000,46829,21.9575,-0.245,-1.207,-0.822,0.007,-0.003,1.028,-24.9,-5.4,11.2,
1140002,46839,21.9575,-0.297,-1.172,-0.787,0.007,-0.003,1.029,-24,-4.9,10.9,
1150001,46849,21.9575,-0.227,-1.155,-0.77,0.009,-0.003,1.029,-24.3,-5.8,10.6,
1160004,46859,21.9575,-0.157,-1.172,-0.84,0.008,-0.003,1.029,-24.3,-7.3,11.2,
1170000,46869,21.9575,-0.175,-1.155,-0.787,0.009,-0.003,1.029,-24.4,-6.1,11.1,
1180003,46879,21.9575,-0.227,-1.19,-0.805,0.008,-0.003,1.028,-23.8,-6.1,10.8,
1190000,46889,21.9575,-0.21,-1.19,-0.805,0.008,-0.003,1.029,-24.4,-6.1,11.7,
1200004,46899,21.9767,-0.175,-1.225,-0.822,0.008,-0.003,1.029,-24.7,-5.1,11.1,
1210000,46909,21.9767,-0.175,-1.12,-0.787,0.008,-0.002,1.029,-25.2,-6.3,10.6,
1220002,46919,21.9767,-0.175,-1.172,-0.822,0.008,-0.002,1.029,-24.3,-5.5,11.7,
1230000,46929,21.9767,-0.21,-1.19,-0.822,0.01,-0.001,1.029,-25.3,-5.7,10.8,
1240004,46939,21.9767,-0.21,-1.155,-0.805,0.009,-0.002,1.029,-23.5,-6,11.2,
1250002,46949,21.9767,-0.262,-1.19,-0.857,0.01,-0.002,1.029,-23.7,-7.6,11.8,
1260002,46959,21.9767,-0.192,-1.172,-0.84,0.01,-0.002,1.028,-23.8,-6,11.2,
1270001,46969,21.9767,-0.192,-1.172,-0.805,0.008,-0.003,1.029,-23.7,-6.3,10,
1280004,46979,21.9575,-0.192,-1.172,-0.822,0.009,-0.003,1.029,-23.4,-6.3,10.9,
1290000,46989,21.9575,-0.157,-1.155,-0.822,0.008,-0.003,1.03,-24,-7.2,10.9,
1300002,46999,21.9575,-0.157,-1.155,-0.84,0.008,-0.003,1.028,-24.7,-6.3,10.9,
1310000,47009,21.9575,-0.157,-1.137,-0.822,0.008,-0.003,1.029,-24.6,-5.8,11.4,
1320004,47019,21.9575,-0.175,-1.19,-0.805,0.008,-0.002,1.027,-24.1,-6.7,11.5,
1330001,47029,21.9575,-0.175,-1.242,-0.805,0.01,-0.002,1.029,-24.9,-6.4,10.3,
1340002,47039,21.9575,-0.192,-1.19,-0.857,0.008,-0.003,1.029,-23.7,-6.4,11.4,
1350001,47049,21.9575,-0.14,-1.172,-0.805,0.009,-0.002,1.028,-24.4,-5.8,10.6,
1360004,47059,21.9191,-0.14,-1.137,-0.805,0.009,-0.002,1.029,-23.7,-6.3,11.1,
1370001,47069,21.9191,-0.14,-1.137,-0.805,0.009,-0.002,1.029,-24.1,-6.1,10.8,
1380002,47079,21.9191,-0.157,-1.172,-0.805,0.008,-0.003,1.028,-24,-5.7,10.6,
1390001,47089,21.9191,-0.175,-1.137,-0.84,0.008,-0.002,1.028,-24.4,-6.9,10.5,
1400004,47099,21.9191,-0.175,-1.19,-0.822,0.008,-0.003,1.029,-24,-6,11.2,
1410001,47109,21.9191,-0.07,-1.155,-0.805,0.008,-0.003,1.03,-24.6,-7.6,10.5,
1420002,47119,21.9191,-0.07,-1.155,-0.84,0.009,-0.004,1.029,-24.4,-6.1,11.2,
1430000,47129,21.9191,-0.175,-1.137,-0.822,0.008,-0.003,1.03,-24.6,-6.4,10.6,
1440004,47139,21.9575,-0.192,-1.172,-0.805,0.009,-0.003,1.029,-24.7,-6.4,10.5,
1450001,47149,21.9575,-0.297,-1.172,-0.84,0.009,-0.003,1.029,-25.5,-5.8,11.1,
1460002,47159,21.9575,-0.28,-1.225,-0.822,0.007,-0.002,1.029,-24.1,-6.1,10.2,
1470001,47169,21.9575,-0.28,-1.26,-0.822,0.009,-0.002,1.03,-23.2,-6.1,10.8,
1480004,47179,21.9575,-0.245,-1.207,-0.84,0.008,-0.002,1.029,-24.1,-6.3,11.1,
1490001,47189,21.9575,-0.227,-1.207,-0.857,0.008,-0.003,1.029,-24.4,-6.3,10.3,
1500004,47199,21.9575,-0.175,-1.172,-0.857,0.008,-0.004,1.029,-24.7,-6.1,11.4,
1510001,47209,21.9575,-0.175,-1.155,-0.857,0.01,-0.003,1.03,-24,-6.3,11.4,
1520004,47219,21.9575,-0.105,-1.137,-0.787,0.009,-0.003,1.029,-24.6,-6.4,10.5,
1530001,47229,21.9575,-0.087,-1.172,-0.805,0.008,-0.003,1.03,-24,-5.5,11.1,
1540002,47239,21.9575,-0.14,-1.102,-0.822,0.008,-0.003,1.029,-24.3,-6.1,10.5,
1550001,47249,21.9575,-0.052,-1.12,-0.857,0.008,-0.003,1.029,-24.7,-6.7,11.1,
1560004,47259,21.9575,-0.122,-1.12,-0.84,0.009,-0.002,1.028,-23.5,-6.1,11.2,
1570000,47269,21.9575,-0.245,-1.137,-0.822,0.009,-0.002,1.029,-24.7,-6.4,10.9,
1580003,47279,21.9575,-0.245,-1.137,-0.822,0.009,-0.002,1.029,-23.5,-6.1,11.1,
1590001,47289,21.9575,-0.297,-1.19,-0.857,0.008,-0.001,1.028,-23.5,-6.1,11.5,
1600004,47299,21.9575,-0.245,-1.172,-0.822,0.009,-0.002,1.029,-24.6,-5.7,10.8,
1610001,47309,21.9767,-0.262,-1.207,-0.822,0.008,-0.003,1.03,-24.7,-5.4,10.8,
1620003,47319,21.9767,-0.21,-1.19,-0.84,0.008,-0.004,1.029,-24.6,-6.3,10.3,
1630001,47329,21.9767,-0.21,-1.155,-0.84,0.008,-0.004,1.03,-23.8,-7,10.8,
1640004,47339,21.9767,-0.175,-1.137,-0.857,0.009,-0.003,1.028,-24.6,-6.9,10.9,
1650000,47349,21.9767,-0.175,-1.155,-0.822,0.009,-0.003,1.029,-24.4,-4.6,11.4,
1660002,47359,21.9767,-0.14,-1.155,-0.822,0.009,-0.003,1.03,-24.1,-5.7,10.9,
1670001,47369,21.9767,-0.157,-1.102,-0.805,0.008,-0.003,1.028,-24.4,-7.2,11.1,
1680004,47379,21.9767,-0.122,-1.137,-0.84,0.008,-0.003,1.029,-24.4,-5.4,10.9,
1690001,47389,21.9767,-0.157,-1.137,-0.822,0.008,-0.002,1.029,-24.3,-6.6,11.4,
1700002,47399,21.9767,-0.122,-1.155,-0.822,0.007,-0.002,1.029,-24.9,-7,9.7,
1710000,47409,21.9767,-0.14,-1.137,-0.822,0.008,-0.004,1.029,-23.1,-5.8,10.5,
1720004,47419,21.9767,-0.192,-1.19,-0.822,0.008,-0.002,1.029,-25,-6,11.2,
1730001,47429,21.9767,-0.262,-1.207,-0.805,0.009,-0.003,1.029,-24.6,-7,11.7,
1740002,47439,21.9767,-0.297,-1.19,-0.84,0.008,-0.002,1.03,-24,-5.8,11.8,
1750002,47449,21.9767,-0.227,-1.225,-0.822,0.009,-0.002,1.029,-24.1,-7.3,10.5,
1760004,47459,21.9767,-0.21,-1.172,-0.77,0.01,-0.002,1.03,-23.7,-6.7,11.7,
1770001,47469,21.9575,-0.175,-1.172,-0.805,0.009,-0.002,1.028,-23.5,-6.1,10.6,
1780002,47479,21.9575,-0.157,-1.137,-0.822,0.01,-0.002,1.029,-24.7,-6.4,10.3,
1790001,47489,21.9575,-0.087,-1.12,-0.84,0.009,-0.002,1.029,-24.4,-6.4,10.8,
1800004,47499,21.9575,-0.087,-1.085,-0.84,0.008,-0.002,1.029,-24,-6.7,10,
1810001,47509,21.9575,-0.122,-1.137,-0.805,0.008,-0.003,1.03,-24,-6.4,11.4,
1820003,47519,21.9575,-0.07,-1.172,-0.752,0.008,-0.002,1.029,-24.3,-6.4,10.9,
1830001,47529,21.9575,-0.157,-1.155,-0.805,0.008,-0.002,1.03,-23.7,-5.5,10.2,
1840004,47539,21.9575,-0.21,-1.137,-0.787,0.01,-0.002,1.029,-25.2,-7.3,11.4,
1850001,47549,21.9959,-0.28,-1.155,-0.822,0.009,-0.001,1.029,-24.4,-5.8,11.1,
1860002,47559,21.9959,-0.245,-1.172,-0.805,0.009,-0.003,1.03,-24,-6,11.2,
1870001,47569,21.9959,-0.262,-1.19,-0.84,0.008,-0.002,1.029,-24.3,-5.7,11.5,
1880004,47579,21.9959,-0.192,-1.172,-0.892,0.008,-0.002,1.029,-24.6,-6.9,10.5,
1890001,47589,21.9959,-0.227,-1.19,-0.892,0.008,-0.002,1.029,-23.8,-5.2,10.6,
1900002,47599,21.9959,-0.21,-1.207,-0.875,0.009,-0.002,1.029,-23.5,-5.4,11.2,
1910001,47609,21.9959,-0.175,-1.102,-0.805,0.008,-0.003,1.03,-24,-6.9,11.8,
1920004,47619,21.9959,-0.122,-1.102,-0.787,0.008,-0.002,1.029,-24.7,-6.4,10.6,
1930001,47629,21.9959,-0.157,-1.12,-0.805,0.007,-0.003,1.029,-24.7,-6.3,11.5,
1940002,47639,21.9959,-0.192,-1.172,-0.805,0.008,-0.004,1.029,-24.4,-5.5,10.3,
1950000,47649,21.9959,-0.192,-1.19,-0.822,0.008,-0.002,1.029,-23.7,-5.5,11.8,
1960004,47659,21.9959,-0.175,-1.19,-0.805,0.009,-0.002,1.03,-24.1,-5.8,10.5,
1970000,47669,21.9959,-0.157,-1.155,-0.805,0.009,-0.002,1.029,-24.1,-6,9.9,
1980002,47679,21.9959,-0.122,-1.172,-0.822,0.009,-0.003,1.028,-24.3,-6.4,11.2,
1990001,47689,21.9959,-0.175,-1.155,-0.805,0.008,-0.002,1.03,-24.6,-6.1,10.6,
2000006,47699,21.9959,-0.175,-1.155,-0.805,0.01,-0.001,1.03,-24.4,-6,11.1,
2010000,47709,21.9383,-0.14,-1.155,-0.805,0.009,-0.002,1.03,-23.5,-6.1,10.5,
2020003,47719,21.9383,-0.14,-1.137,-0.822,0.009,-0.002,1.029,-24.4,-4.5,11.4,
2030000,47729,21.9383,-0.192,-1.19,-0.805,0.007,0,1.029,-24.1,-6,10.8,
2040004,47739,21.9383,-0.227,-1.172,-0.857,0.008,-0.002,1.029,-24.7,-5.4,10.9,
2050000,47749,21.9383,-0.21,-1.155,-0.84,0.008,-0.002,1.029,-23.8,-6,11.2,
2060002,47759,21.9383,-0.192,-1.19,-0.822,0.007,-0.003,1.03,-25,-7.5,11.2,
2070000,47769,21.9383,-0.122,-1.12,-0.84,0.007,-0.004,1.029,-24,-6.7,11.7,
2080004,47779,21.9383,-0.122,-1.12,-0.805,0.007,-0.004,1.029,-24,-7.3,10.8,
2090000,47789,21.9383,-0.175,-1.172,-0.787,0.008,-0.003,1.029,-24,-5.8,11.8,
2100002,47799,21.9767,-0.157,-1.155,-0.84,0.008,-0.004,1.029,-24.3,-6.6,10.3,
2110000,47809,21.9767,-0.227,-1.155,-0.805,0.009,-0.003,1.03,-24.3,-6.3,10.9,
2120004,47819,21.9767,-0.21,-1.172,-0.77,0.01,-0.003,1.028,-24,-6.6,10.3,
2130001,47829,21.9767,-0.227,-1.207,-0.77,0.01,-0.001,1.03,-24,-5.1,11.4,
2140003,47839,21.9767,-0.28,-1.225,-0.822,0.011,0,1.028,-23.8,-6.3,11.1,
2150000,47849,21.9767,-0.297,-1.207,-0.822,0.011,0,1.03,-24.9,-5.8,11.5,
2160004,47859,21.9767,-0.175,-1.155,-0.787,0.011,-0.001,1.028,-24.1,-6.6,11.8,
2170000,47869,21.9767,-0.122,-1.137,-0.805,0.008,-0.001,1.029,-24.4,-6.4,11.5,
2180002,47879,21.9575,-0.087,-1.155,-0.857,0.008,-0.002,1.028,-23.5,-5.8,10.8,
2190001,47889,21.9575,-0.14,-1.155,-0.822,0.006,-0.004,1.028,-24.3,-6,10.2,
2200004,47899,21.9575,-0.14,-1.19,-0.84,0.006,-0.004,1.029,-24,-6.6,11.1,
2210001,47909,21.9575,-0.087,-1.19,-0.84,0.006,-0.005,1.029,-24.6,-6,10,
2220002,47919,21.9575,-0.017,-1.172,-0.822,0.006,-0.005,1.029,-24.7,-5.7,10.8,
2230001,47929,21.9575,-0.087,-1.137,-0.822,0.007,-0.005,1.03,-25.2,-5.7,10.8,
2240004,47939,21.9575,-0.245,-1.155,-0.805,0.009,-0.002,1.029,-24.4,-5.8,10.8,
2250003,47949,21.9575,-0.315,-1.19,-0.805,0.011,-0.001,1.03,-24,-5.8,11.4,
2260002,47959,21.9959,-0.385,-1.19,-0.84,0.011,0,1.028,-24.4,-5.8,10.6,
2270001,47969,21.9959,-0.42,-1.137,-0.822,0.011,0.001,1.03,-23.7,-6.3,10.9,
2280004,47979,21.9959,-0.315,-1.155,-0.857,0.012,0.002,1.028,-23.8,-6,9.7,
2290001,47989,21.9959,-0.262,-1.085,-0.91,0.011,0.001,1.028,-23.4,-6,10.6,
2300002,47999,21.9959,-0.262,-1.12,-0.91,0.009,-0.002,1.029,-24.4,-7.6,11.2,
2310000,48009,21.9959,-0.192,-1.155,-0.892,0.007,-0.005,1.027,-24.1,-6.3,10.5,
2320004,48019,21.9959,-0.227,-1.207,-0.892,0.006,-0.007,1.028,-24.9,-6.3,10.8,
2330001,48029,21.9959,-0.297,-1.26,-0.857,0.005,-0.008,1.029,-24.1,-6.7,10.9,
2340002,48039,21.9959,-0.28,-1.26,-0.805,0.005,-0.008,1.028,-24,-6.1,11.4,
2350001,48049,21.9959,-0.21,-1.242,-0.752,0.006,-0.006,1.03,-23.8,-5.5,10.9,
2360004,48059,21.9959,-0.192,-1.242,-0.805,0.007,-0.004,1.028,-23.4,-6.6,10.8,
2370001,48069,21.9959,-0.192,-1.242,-0.805,0.007,-0.004,1.028,-24.1,-6.9,11.1,
2380002,48079,21.9959,-0.21,-1.19,-0.77,0.01,-0.001,1.03,-24.4,-6,10.8,
2390001,48089,21.9959,-0.245,-1.19,-0.735,0.012,0.001,1.029,-24.9,-5.8,11.1,
2400004,48099,21.9959,-0.192,-1.172,-0.822,0.012,0.001,1.029,-24.3,-6.3,10.9,
2410001,48109,21.9959,-0.21,-1.12,-0.857,0.013,0.002,1.029,-24.7,-4.3,10.2,
2420003,48119,22.0151,-0.227,-1.155,-0.857,0.01,0,1.028,-24.4,-5.5,10.9,
2430001,48129,22.0151,-0.245,-1.19,-0.875,0.009,-0.001,1.029,-23.5,-5.8,10.6,
2440004,48139,22.0151,-0.227,-1.12,-0.875,0.008,-0.004,1.029,-24.3,-6.1,11.7,
2450001,48149,22.0151,-0.21,-1.155,-0.875,0.006,-0.005,1.03,-24.3,-6.1,10.6,
2460002,48159,22.0151,-0.122,-1.155,-0.805,0.006,-0.006,1.029,-24.1,-6.7,10.5,
2470001,48169,22.0151,-0.035,-1.12,-0.805,0.008,-0.005,1.028,-24.1,-5.2,10.6,
2480004,48179,22.0151,-0.087,-1.137,-0.84,0.007,-0.004,1.029,-23.7,-6,10.9,
2490001,48189,22.0151,-0.122,-1.172,-0.822,0.008,-0.003,1.029,-23.5,-6,9.7,
2500004,48199,22.0151,-0.14,-1.12,-0.805,0.008,-0.002,1.03,-24.4,-6.1,11.5,
2510000,48209,22.0151,-0.157,-1.19,-0.84,0.008,-0.002,1.029,-24.9,-5.1,10.2,
2520004,48219,22.0151,-0.175,-1.137,-0.857,0.008,-0.001,1.029,-24.6,-5.7,10,
2530001,48229,22.0151,-0.175,-1.19,-0.857,0.008,-0.002,1.029,-24.1,-7,10.2,
2540002,48239,22.0151,-0.262,-1.155,-0.857,0.008,-0.001,1.028,-24.1,-5.8,10.6,
2550001,48249,22.0151,-0.28,-1.207,-0.857,0.009,-0.002,1.028,-24.9,-6,9.7,
2560004,48259,22.0151,-0.21,-1.172,-0.84,0.008,-0.004,1.029,-23.7,-4.9,10.6,
2570001,48269,22.0151,-0.175,-1.137,-0.787,0.008,-0.004,1.03,-23.4,-6.1,9.4,
