#Format version: 1.0
time[us],Waveform 1,Waveform 1,gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],magnX[uT],magnY[uT],magnZ[uT],
2704,177683,24.7805,-0.63,-1.872,-2.047,-0.005,-0.025,1.028,-27.9,-2.1,11.8,
12702,177693,24.7805,-0.647,-1.872,-1.977,-0.004,-0.028,1.024,-27.3,-2.2,12,
22705,177703,24.7805,-0.42,-1.33,-2.362,-0.002,-0.034,1.022,-26.7,-1.9,11.5,
32702,177713,24.7805,-0.052,-0.822,-2.87,0,-0.033,1.022,-27.9,-3.1,12.1,
42703,177723,24.7805,0.367,-0.525,-3.202,-0.002,-0.03,1.021,-27.7,-1.9,12.4,
52702,177733,24.7805,0.735,-0.07,-2.992,-0.001,-0.028,1.018,-26.8,-1.6,12.6,
62705,177743,24.7805,1.12,0.752,-2.135,0,-0.034,1.017,-27.7,-2.8,12.6,
72702,177753,24.7805,1.172,1.225,-0.84,-0.006,-0.03,1.022,-28.2,-1.5,12.9,
82704,177763,24.7229,0.525,0.507,-0.892,0,-0.034,1.028,-28.8,-2.8,12.3,
92704,177773,24.7229,-0.192,-0.262,-1.82,0.003,-0.039,1.021,-28.5,-1.5,12.1,
102705,177783,24.7229,0.227,-0.892,-2.59,0.008,-0.036,1.015,-27.9,-2.7,12.1,
112702,177793,24.7229,0.21,-0.857,-2.992,0.004,-0.028,1.017,-27.4,-2.1,12.4,
122704,177803,24.7229,-0.507,-0.367,-3.692,0,-0.017,1.021,-28,-2.4,12,
132702,177813,24.7229,-1.47,0,-3.92,0,-0.015,1.031,-27.4,-2.5,11.8,
142705,177823,24.7229,-2.1,0.192,-3.85,-0.004,-0.01,1.035,-28.3,-2.4,11.8,
152702,177833,24.7229,-1.487,0.525,-3.465,-0.007,-0.01,1.034,-28,-2.4,12.7,
162704,177843,24.7613,-1.522,0.595,-2.905,-0.013,-0.009,1.035,-28,-1.8,12.4,
172702,177853,24.7613,-3.552,0.787,-3.272,-0.018,-0.015,1.037,-27.1,-2.4,12.3,
182705,177863,24.7613,-3.097,1.33,-2.17,-0.022,-0.021,1.031,-27.7,-2.4,12.9,
192702,177873,24.7613,-3.097,1.33,-2.17,-0.022,-0.021,1.031,-27,-1.2,12.7,
202703,177883,24.7613,0.052,1.015,-0.735,-0.026,-0.018,1.041,-27.9,-2.4,11.4,
212702,177893,24.7613,1.085,0.262,0.49,-0.023,-0.02,1.046,-27.3,-2.7,12.6,
222706,177903,24.7613,0.77,-0.84,0.262,-0.018,-0.03,1.041,-28,-1.9,12.6,
232702,177913,24.7613,0.98,-1.785,-0.525,-0.016,-0.035,1.036,-28.5,-2.8,12.6,
242704,177923,24.7805,1.33,-2.152,-1.592,-0.012,-0.039,1.029,-27.9,-1.8,11.5,
252702,177933,24.7805,1.942,-2.222,-2.135,-0.006,-0.042,1.024,-27.1,-2.1,12.1,
262705,177943,24.7805,2.87,-1.645,-2.362,-0.008,-0.05,1.021,-27.9,-2.7,12.3,
272702,177953,24.7805,4.55,-0.455,-3.167,-0.001,-0.059,1.023,-28.2,-1.5,11.8,
282703,177963,24.7805,5.617,0.577,-4.427,-0.021,-0.054,1.036,-27.1,-2.7,11.1,
292702,177973,24.7805,5.162,2.012,-11.707,-0.006,-0.101,1.017,-27.9,-2.2,11.8,
302705,177983,24.7805,7.91,5.285,-15.12,0.017,-0.081,0.977,-28.5,-2.2,13.3,
312702,177993,24.7805,11.182,6.055,-11.69,-0.02,-0.032,1.008,-27.9,-2.7,12.6,
322704,178003,24.7421,7.997,3.657,-11.41,-0.022,-0.021,1.031,-28,-1.6,12.4,
332702,178013,24.7421,3.482,4.497,-12.985,0,-0.046,0.991,-28.6,-2.7,12.3,
342706,178023,24.7421,7.35,5.355,-11.672,-0.019,-0.035,0.989,-27.9,-1.5,12.9,
352702,178033,24.7421,9.205,5.74,-10.85,-0.023,-0.003,1.017,-28.3,-1.6,12.3,
362704,178043,24.7421,3.78,4.987,-10.167,-0.026,-0.001,1.024,-29.1,-1.8,11.5,
372702,178053,24.7421,0.49,4.427,-9.747,-0.024,-0.005,1.016,-27.9,-1.5,13.6,
382705,178063,24.7421,1.715,4.357,-9.73,-0.023,0.002,1.034,-28.2,-1,12.7,
392702,178073,24.7421,3.955,3.92,-9.117,-0.027,0.011,1.033,-26.8,-1.2,13,
402704,178083,24.7997,4.637,2.257,-9.695,-0.044,0.011,1.051,-27.7,-1.2,12.6,
412702,178093,24.7997,0.805,-2.887,-11.655,-0.048,0.006,1.072,-28.2,-1,12.6,
422706,178103,24.7997,-3.937,-6.335,-13.632,-0.039,0.004,1.063,-27.9,-0.4,12.1,
432702,178113,24.7997,-5.88,-7.315,-14.227,-0.02,0,1.045,-27.9,-1.9,12.3,
442704,178123,24.7997,-7.7,-9.607,-12.372,-0.02,-0.011,1.06,-27.7,-1.9,13.2,
452702,178133,24.7997,-6.405,-10.29,-10.587,-0.021,0.002,1.059,-27.6,-2.7,12.7,
462705,178143,24.7997,-5.932,-11.2,-8.382,-0.028,-0.003,1.07,-27.7,-0.9,12.9,
472702,178153,24.7997,-5.792,-11.497,-7.035,-0.032,-0.019,1.071,-28.2,-2.1,12.4,
482704,178163,24.7997,-5.337,-13.3,-6.912,-0.012,-0.023,1.068,-27.7,-2.1,12.4,
492702,178173,24.7805,-2.485,-12.74,-6.212,-0.008,-0.029,1.037,-26.8,-2.4,12.7,
502705,178183,24.7805,3.307,-9.625,-4.2,-0.015,-0.03,1.018,-27.3,-2.7,13.9,
512702,178193,24.7805,6.65,-7.385,-2.187,-0.005,-0.023,1.021,-28.2,-2.2,13,
522703,178203,24.7805,5.932,-6.247,-1.05,-0.005,-0.011,1.02,-27.9,-2.7,13.2,
532702,178213,24.7805,4.672,-5.215,-0.682,0,-0.003,1.018,-27.3,-2.5,12.3,
542705,178223,24.7805,2.012,-4.777,-0.437,0,0.012,1.03,-27.7,-2.4,12.3,
552702,178233,24.7805,-2.205,-4.567,-1.242,-0.002,0.019,1.029,-27.3,-2.1,12.7,
562704,178243,24.7805,-4.182,-3.972,-1.977,-0.004,0.006,1.026,-27.1,-3.6,12.3,
572702,178253,24.7997,-2.66,-3.482,-2.642,-0.003,0.001,1.031,-28.5,-3.6,13.2,
582705,178263,24.7997,-0.997,-3.587,-2.992,-0.015,-0.002,1.042,-27.3,-2.7,13,
592704,178273,24.7997,0.997,-3.447,-2.765,-0.01,0.002,1.04,-27.6,-2.8,12.9,
602704,178283,24.7997,3.115,-3.342,-2.187,0,0.003,1.041,-27.3,-2.8,12.6,
612702,178293,24.7997,4.952,-2.747,-0.63,0.001,0.022,1.034,-27,-3.1,12.6,
622705,178303,24.7997,5.32,-2.94,0.437,-0.004,0.036,1.047,-28.6,-1.8,12.4,
632702,178313,24.7997,3.062,-4.602,1.417,-0.005,0.045,1.055,-27.9,-1.9,12.6,
642704,178323,24.7997,0.49,-7.245,2.012,-0.004,0.041,1.049,-27.3,-3.1,13,
652702,178333,24.7997,0.14,-9.502,1.592,0.004,0.021,1.057,-27.4,-2.7,13.2,
662705,178343,24.7997,1.05,-11.392,1.575,0.012,-0.004,1.042,-28,-3,11.4,
672702,178353,24.7997,6.405,-11.83,2.065,0.008,-0.022,1.018,-27.4,-3.1,13.6,
682703,178363,24.7997,11.742,-12.88,2.222,0.003,-0.042,1.026,-28.3,-3.4,13,
692702,178373,24.7997,11.795,-14.035,2.222,0.012,-0.046,1.022,-27.9,-3.1,12.6,
702705,178383,24.7997,11.007,-11.777,0.927,0.027,-0.047,0.998,-27.6,-3.4,11.5,
712702,178393,24.7997,10.99,-8.277,-1.067,0.032,-0.057,0.991,-27.9,-3.4,12.4,
722704,178403,24.7997,9.992,-6.02,-3.5,0.038,-0.054,0.994,-27.3,-3.4,12.6,
732702,178413,24.7613,6.825,-4.077,-5.967,0.038,-0.026,0.996,-27.3,-3.3,13.6,
742705,178423,24.7613,2.94,-0.21,-5.565,0.022,-0.009,0.998,-27.7,-3,13,
752702,178433,24.7613,-0.21,2.537,-4.305,0.024,-0.021,1,-28.8,-2.8,13,
762704,178443,24.7613,-0.245,3.955,-2.992,0.035,-0.013,0.999,-27.7,-2.4,12.3,
772702,178453,24.7613,2.642,4.182,-1.295,0.029,-0.013,0.999,-28.2,-3.3,12.4,
782705,178463,24.7613,5.617,4.217,-0.227,0.025,-0.004,1.01,-27.6,-3.1,12.7,
792703,178473,24.7613,6.142,3.272,-0.315,0.027,0.009,1.024,-27.7,-3.1,12.4,
802703,178483,24.7613,4.812,1.54,-1.61,0.028,0.015,1.026,-29.1,-3.9,12.3,
812702,178493,24.7805,3.71,0.927,-3.255,0.036,0.028,1.023,-28.8,-3.3,12.9,
822705,178503,24.7805,1.855,1.242,-3.99,0.035,0.031,1.026,-28.2,-2.4,12.9,
832702,178513,24.7805,1.067,2.992,-4.445,0.023,0.036,1.02,-27.9,-2.7,12.7,
842705,178523,24.7805,0.28,5.022,-3.36,0.017,0.028,1.026,-28.6,-2.7,12.9,
852702,178533,24.7805,1.26,6.79,-0.91,0,0.039,1.037,-27.6,-2.4,12,
862705,178543,24.7805,-0.105,5.407,1.715,-0.01,0.006,1.06,-27.6,-3.3,13,
872702,178553,24.7805,-1.977,3.395,1.925,-0.02,-0.025,1.043,-28,-3.1,12.9,
882703,178563,24.7805,1.382,1.767,0.63,-0.021,-0.027,1.038,-29.4,-2.2,13.5,
892702,178573,24.7613,3.57,-0.42,-0.717,-0.024,-0.02,1.052,-28.6,-2.8,12.9,
902705,178583,24.7613,6.44,0.927,-2.31,-0.027,-0.002,0.995,-28.5,-2.4,13,
912702,178593,24.7613,9.292,-3.937,-0.682,-0.006,0.013,1.012,-28.2,-3.7,13.6,
922704,178603,24.7613,7.035,-9.992,1.697,0.004,0.035,1.04,-27.7,-2.8,12.9,
932702,178613,24.7613,4.217,-13.842,-0.122,0.025,0.053,1.022,-28.6,-1.9,12.4,
942705,178623,24.7613,3.342,-15.855,-1.225,0.036,0.081,0.998,-27.7,-3.9,13.8,
952702,178633,24.7613,5.04,-12.897,-1.627,0.046,0.062,1.008,-28.5,-3,12.3,
962703,178643,24.7613,2.642,-8.417,-0.28,0.039,0.029,1.021,-29.7,-2.5,13,
972702,178653,24.7613,0.91,-3.412,0.49,0.024,0.029,1.073,-28.8,-2.4,11.7,
982705,178663,24.7805,0.91,-3.412,0.49,0.024,0.022,1.073,-27.6,-3.1,12.9,
992702,178673,24.7805,-2.292,-2.765,-1.487,0.007,-0.002,1.11,-28,-3.9,11.8,
1002704,178683,24.7805,-2.047,-2.485,-4.165,-0.008,0.014,1.111,-27.9,-3.3,12.1,
1012702,178693,24.7805,2.747,-2.8,-7.735,-0.012,0.028,1.101,-28.5,-3.1,12.7,
1022705,178703,24.7805,8.172,-3.255,-8.155,-0.012,0.008,1.052,-28.6,-3.6,13.5,
1032702,178713,24.7805,15.557,-3.36,-4.97,0.012,-0.004,1.001,-29.8,-2.4,12.6,
1042704,178723,24.7805,25.777,-1.365,0.052,0.02,-0.004,0.96,-29.4,-3.9,12.3,
1052702,178733,24.7805,35.42,2.17,7.542,0.026,0.03,0.957,-29.2,-3.7,12.7,
1062705,178743,24.7805,34.877,3.482,13.72,0.017,0.046,0.991,-30.1,-2.8,13.2,
1072702,178753,24.7805,18.392,3.937,11.147,-0.05,0.066,1.107,-29.5,-3,12.6,
1082703,178763,24.7805,-20.177,-7.56,2.52,0.041,0.026,1.028,-28.3,-2.4,12.6,
1092704,178773,24.7805,-37.835,-10.762,2.082,0.058,0.008,0.84,-29.4,-3.3,12.1,
1102705,178783,24.7805,-18.392,-5.197,4.427,0.019,0.011,0.876,-28.6,-3.6,12.4,
1112702,178793,24.7805,-5.81,4.357,2.887,0.041,0.026,1.024,-28.2,-3,11.8,
1122703,178803,24.7805,-14.28,6.212,3.08,0.012,-0.048,1.128,-28.6,-3.1,11.8,
1132702,178813,24.7805,-21.945,2.222,-0.122,-0.004,-0.123,1.123,-28.6,-2.7,12.6,
1142705,178823,24.8189,-16.117,3.29,-6.387,0.064,-0.107,1.084,-27.3,-3.9,12.6,
1152702,178833,24.8189,-1.82,10.395,-4.2,0.006,-0.035,1.053,-28,-2.4,12,
1162704,178843,24.8189,12.827,15.417,-0.682,-0.047,0.001,1.091,-27.6,-2.8,12.4,
1172702,178853,24.8189,18.27,17.08,-0.297,-0.019,0.031,1.11,-28.2,-3.4,12.7,
1182705,178863,24.8189,17.692,10.955,1.715,-0.024,0.048,1.111,-28.6,-2.4,12.9,
1192702,178873,24.8189,17.5,2.135,-0.84,0.001,0.08,1.092,-29.1,-2.8,12.4,
1202703,178883,24.8189,16.327,-5.792,-3.727,0.011,0.093,1.053,-29.7,-2.5,13.3,
1212702,178893,24.8189,13.58,-9.677,-4.865,0.017,0.071,0.989,-30,-2.1,12.6,
1222705,178903,24.7997,14.315,-6.055,-4.935,0.037,0.063,0.835,-29.4,-2.7,12.1,
1232702,178913,24.7997,30.642,4.655,-4.287,0.052,0.053,0.77,-29.2,-3,12.4,
1242704,178923,24.7997,43.487,16.835,-2.187,0.066,0.058,0.884,-29.4,-2.7,12.6,
1252702,178933,24.7997,29.715,22.225,0.875,0.06,0.051,0.94,-29.5,-2.7,12.6,
1262705,178943,24.7997,13.037,20.755,-2.292,0.011,0.031,1.076,-29.7,-2.7,13,
1272702,178953,24.7997,-27.265,5.267,-18.55,0.023,0.001,1.168,-30.3,-2.7,12.1,
1282704,178963,24.7997,-49.315,-1.067,-25.27,-0.012,0.005,1.094,-28.9,-1.6,11.8,
1292702,178973,24.7997,-43.557,-5.547,-24.115,-0.002,-0.017,1.055,-30.3,-2.5,12.4,
1302705,178983,24.7805,-30.852,-7.63,-15.032,-0.073,0.03,1.102,-28.3,-2.1,13.3,
1312702,178993,24.7805,-20.965,-3.097,-10.78,-0.049,0.054,1.094,-28.8,-2.4,12.6,
1322704,179003,24.7805,-12.582,-1.277,-3.762,-0.03,0.042,1.061,-29.2,-2.8,12.3,
1332702,179013,24.7805,-6.492,1.592,1.102,-0.029,0.028,1.08,-29.5,-2.8,12.4,
1342707,179023,24.7805,-10.71,2.59,3.01,0.009,0.025,1.077,-28.6,-2.4,12.4,
1352702,179033,24.7805,-18.095,1.802,3.325,0.01,0.015,1.053,-28.3,-1.3,12.7,
1362703,179043,24.7805,-24.22,3.412,-0.332,0.02,0.004,1.038,-27,-3.7,12.9,
1372702,179053,24.7805,-29.295,2.905,-4.76,0.01,0.01,0.991,-28.3,-2.2,12.6,
1382705,179063,24.7805,-30.782,1.54,-7.455,0.005,-0.003,1.027,-27.4,-2.2,12.7,
1392702,179073,24.8189,-34.685,0.822,-8.82,0,-0.004,1.057,-27.4,-2.2,12.4,
1402703,179083,24.8189,-38.272,-0.35,-9.992,0.019,-0.027,1.041,-27.4,-2.2,12.6,
1412702,179093,24.8189,-35.84,-3.447,-9.117,0.013,-0.068,1.042,-27.3,-1.5,12.1,
1422705,179103,24.8189,-28.787,-1.54,-8.032,0.023,-0.05,1.029,-26.2,-2.2,12.1,
1432702,179113,24.8189,-24.115,1.715,-2.87,0.012,-0.04,1.02,-26.4,-2.8,12.6,
1442704,179123,24.8189,-24.115,5.442,4.112,0.01,-0.031,1.031,-26.5,-3.1,13.2,
1452702,179133,24.8189,-26.757,9.765,9.625,0,-0.01,1.019,-27.6,-3.4,11.5,
1462705,179143,24.8189,-24.342,15.89,10.185,-0.046,-0.016,0.986,-26.2,-2.2,12.1,
1472702,179153,24.8381,-17.272,17.657,7.21,-0.057,-0.02,1.01,-26.4,-1.8,11.5,
1482704,179163,24.8381,-10.64,17.307,3.605,-0.042,-0.02,1.012,-26.7,-1.2,12.1,
1492702,179173,24.8381,-4.252,14.035,2.835,-0.042,-0.01,0.999,-26.7,-1.5,11.8,
1502705,179183,24.8381,0.525,8.75,2.555,-0.043,-0.03,1.007,-26.5,-1,11.8,
1512702,179193,24.8381,3.15,6.527,0.945,-0.044,-0.039,0.998,-26.8,-2.2,11.8,
1522704,179203,24.8381,5.355,2.502,0.542,-0.038,-0.046,1.019,-26.4,-1.6,12.3,
1532702,179213,24.8381,9.572,0.157,1.61,-0.069,-0.049,1.069,-26.5,-1.2,12,
1542705,179223,24.8381,9.695,-1.225,2.975,-0.063,-0.031,1.054,-26.5,-1.2,11.7,
1552702,179233,24.7805,7.647,-5.337,2.8,-0.045,-0.028,1.061,-25.8,-1.5,12.4,
1562704,179243,24.7805,5.81,-11.637,1.347,-0.024,-0.048,1.084,-26.2,-1.3,11.8,
1572702,179253,24.7805,2.03,-16.17,1.907,0.016,-0.051,1.082,-26.8,-2.5,12,
1582705,179263,24.7805,5.845,-20.387,4.427,-0.001,-0.026,1.04,-26.4,-2.5,11.8,
1592704,179273,24.7805,15.102,-19.687,2.975,-0.012,0.013,1.023,-26.1,-1.6,12,
1602703,179283,24.7805,19.39,-10.237,-6.16,0.013,0.055,1.145,-27.3,-2.5,12,
1612702,179293,24.7805,14.98,6.352,-17.185,-0.096,-0.058,1.024,-27,-2.2,12.3,
1622705,179303,24.7805,9.257,13.737,-12.565,-0.056,-0.05,1.023,-26.2,-2.8,12,
1632702,179313,24.8381,4.392,14.875,4.095,-0.006,-0.052,1.023,-27.4,-1.3,12.3,
1642704,179323,24.8381,-1.627,11.97,14.945,0.016,-0.013,0.987,-25.8,-2.5,11.4,
1652702,179333,24.8381,9.205,-5.232,6.807,0.066,-0.005,1.018,-27,-2.1,11.7,
1662705,179343,24.8381,22.242,-12.11,-2.275,0.067,-0.025,1.044,-28.3,-2.1,11.4,
1672702,179353,24.8381,19.74,-9.415,-5.582,0.072,-0.071,0.987,-26.8,-2.4,11.4,
1682704,179363,24.8381,12.565,-19.127,-4.305,0.056,-0.025,0.957,-27.9,-2.8,11.1,
1692702,179373,24.8381,9.887,-26.25,-2.275,0.002,0.003,0.99,-26.5,-1.9,11.4,
1702705,179383,24.8381,4.987,-33.617,-14.087,-0.016,0.003,1.005,-26.5,-1.9,10.6,
1712702,179393,24.8189,5.775,-33.197,-21.507,-0.001,-0.038,1.036,-26.8,-1.9,11.4,
1722704,179403,24.8189,8.872,-21.122,-15.365,-0.051,-0.05,1.043,-26.5,-2.7,11.1,
1732702,179413,24.8189,4.97,-10.552,-4.637,-0.066,-0.01,0.998,-26.5,-3.4,9.9,
1742705,179423,24.8189,3.972,-6.842,0.717,-0.062,0.001,0.99,-28,-1.5,9.9,
1752702,179433,24.8189,7.402,-8.33,0.63,-0.01,0.008,1.018,-26.2,-2.5,9.1,
1762704,179443,24.8189,9.87,-5.547,-1.312,-0.02,0.008,1.018,-27.1,-2.5,9.9,
1772702,179453,24.8189,9.87,-5.547,-1.312,-0.02,0.007,0.99,-27.4,-3,9.6,
1782705,179463,24.8189,7.157,-6.457,-3.097,-0.041,0.004,0.975,-26.7,-2.1,10.2,
1792702,179473,24.8189,5.005,-13.79,-2.94,-0.054,0.007,0.964,-26.7,-2.2,9.1,
1802704,179483,24.8189,4.602,-24.902,-4.69,-0.063,-0.009,1.015,-27.3,-3,8.5,
1812702,179493,24.8189,1.382,-28.63,-6.58,-0.038,-0.011,1.037,-27.6,-2.7,8.8,
1822705,179503,24.8189,-4.952,-27.422,-4.497,-0.024,-0.029,1.045,-27.1,-3.4,9.4,
1832702,179513,24.8189,-5.705,-25.217,0.682,-0.014,-0.027,1.06,-27.3,-4.5,8.7,
1842705,179523,24.8189,-2.782,-20.877,5.932,-0.004,-0.032,1.077,-26.8,-4,8.1,
1852702,179533,24.8189,-1.907,-16.065,10.622,0.088,-0.025,1.089,-26.7,-3.3,7.9,
1862705,179543,24.8189,-0.525,-9.327,11.812,0.099,0.01,1.076,-26.7,-4.2,9.3,
1872702,179553,24.8189,2.187,-4.287,3.937,0.044,0.017,1.059,-27.1,-4.2,7.9,
1882703,179563,24.8189,2.59,-3.185,-4.637,0.032,-0.009,1.04,-27.6,-3.4,7.8,
1892702,179573,24.8189,2.572,-3.377,-4.06,0.018,-0.037,1.026,-27.3,-3.6,7.5,
1902705,179583,24.8189,2.45,-2.642,2.117,0.002,-0.04,1.038,-26.2,-3.7,7.9,
1912702,179593,24.8189,0.577,4.165,7.297,-0.015,-0.014,1.022,-27.1,-3.4,8.1,
1922704,179603,24.8189,-3.027,10.797,11.445,-0.033,0.004,0.985,-25.8,-4.2,7,
1932702,179613,24.8189,-4.077,11.48,14.682,-0.04,0.027,0.919,-26.5,-2.8,7.3,
1942705,179623,24.8189,-8.155,3.377,16.345,-0.004,0.043,0.924,-26.7,-3.4,8.2,
1952702,179633,24.8189,-13.422,-7.997,15.925,0.054,0.056,0.965,-27,-4,7.6,
1962703,179643,24.8381,-14.455,-19.11,10.36,0.132,0.043,1.022,-26.1,-3.3,8.2,
1972702,179653,24.8381,-9.922,-20.51,-0.105,0.153,0.039,1.044,-26.8,-4.3,7.9,
1982705,179663,24.8381,-6.545,-17.29,-10.71,0.111,-0.001,1.086,-26.2,-4.3,8.5,
1992702,179673,24.8381,-3.71,-13.597,-14.455,0.095,-0.027,1.121,-26.5,-4,7.6,
2002704,179683,24.8381,0,-8.75,-10.08,0.083,-0.019,1.077,-26.5,-4,8.1,
2012702,179693,24.8381,-2.292,-5.95,-6.142,0.088,-0.01,1.081,-26.4,-3.4,8.4,
2022705,179703,24.8381,-8.942,-0.717,-5.495,0.112,-0.018,1.115,-26.1,-4.5,8.1,
2032702,179713,24.8381,-9.852,5.74,-6.842,0.085,-0.019,1.084,-25.9,-3.9,7.9,
2042704,179723,24.8381,-6.072,5.67,-9.135,0.076,-0.035,1.03,-26.1,-3.1,8.5,
2052702,179733,24.8381,-6.405,0.892,-9.152,0.102,-0.047,1.001,-26.5,-3.9,8.1,
2062705,179743,24.8381,-6.825,-5.232,-7.787,0.097,-0.031,0.999,-26.5,-3.3,8.7,
2072702,179753,24.8381,-4.147,-12.81,-10.237,0.069,-0.028,1.02,-25,-4,8.7,
2082704,179763,24.8381,1.137,-16.1,-15.75,0.073,-0.053,1.05,-25.6,-4.2,7.8,
2092704,179773,24.8381,8.767,-9.73,-14.98,0.088,-0.071,1.042,-25.6,-4.2,8.2,
2102705,179783,24.8381,12.057,1.155,-7.56,0.068,-0.05,0.986,-26.1,-3.6,8.2,
2112702,179793,24.8381,8.067,5.845,-2.31,0.032,-0.028,0.97,-26.1,-3.6,7.6,
2122703,179803,24.8381,6.947,6.352,-2.275,0.033,-0.027,1.016,-26.1,-4,8.2,
2132702,179813,24.8381,6.702,11.497,-3.01,0.05,-0.03,1.033,-25.8,-4,7,
2142705,179823,24.8381,2.555,17.745,-3.307,0.028,-0.006,0.976,-26.1,-3.9,7,
2152702,179833,24.8381,0.157,13.107,-6.86,-0.011,0.005,0.939,-26.4,-3.6,8.7,
2162704,179843,24.8381,0.07,-0.42,-12.53,-0.013,-0.004,0.955,-26.4,-3.4,7.9,
2172702,179853,24.8381,-0.227,-12.04,-17.727,0.003,-0.031,1.007,-27.3,-3.1,8.4,
2182705,179863,24.8381,3.01,-14.49,-19.81,0.009,-0.046,1.05,-26.2,-2.8,8.4,
2192702,179873,24.8381,8.225,-8.26,-16.73,0,-0.037,1.056,-26.4,-3.4,8.7,
2202704,179883,24.8381,7.455,0.717,-8.68,-0.021,-0.001,1.003,-25.2,-3.6,8.4,
2212702,179893,24.8381,1.785,2.957,-1.855,-0.036,0.002,0.988,-25.5,-3,7.6,
2222705,179903,24.8381,-0.595,-2.485,0.63,0.025,0.01,1.016,-26.8,-3.7,7.9,
2232702,179913,24.8381,0.962,-7.332,-0.665,0.045,0.008,1.035,-27.3,-3.1,8.1,
2242704,179923,24.8381,0.647,-8.33,-5.442,0.047,0.004,1.018,-27,-4.6,8.2,
2252702,179933,24.8381,-6.492,-11.812,-7.577,0.077,-0.01,1.031,-26.4,-3.4,8.4,
2262705,179943,24.8381,-10.447,-11.305,-5.355,0.095,-0.029,1.073,-25.6,-4.2,8.5,
2272702,179953,24.8381,-10.36,-3.797,-2.572,0.09,-0.015,1.07,-25.6,-3.9,8.2,
2282704,179963,24.8381,-11.2,5.302,-2.642,0.059,-0.015,1.041,-26.1,-3.6,8.2,
2292702,179973,24.8573,-11.392,10.272,-2.432,0.049,-0.026,1.033,-27,-3,7.6,
2302705,179983,24.8573,-10.325,13.317,1.627,0.047,-0.022,0.996,-25.8,-4.2,7.5,
2312702,179993,24.8573,-12.145,13.877,6.51,0.036,0.001,0.962,-25.9,-3.6,7.3,
2322704,180003,24.8573,-14.577,11.935,7.787,0.027,-0.001,0.978,-25.9,-2.7,7.8,
2332702,180013,24.8573,-13.02,10.027,6.562,0.021,-0.003,0.971,-25.3,-2.8,8.8,
2342707,180023,24.8573,-12.355,4.725,5.39,0.013,-0.011,0.951,-26.1,-3.1,8.1,
2352702,180033,24.8573,-15.382,-5.285,3.955,0.018,-0.026,0.983,-25.2,-2.8,9,
2362704,180043,24.8573,-18.637,-13.16,1.697,0.035,-0.032,1.034,-25.5,-3.3,8.1,
2372702,180053,24.8573,-20.37,-15.54,-1.715,0.035,-0.028,1.062,-25.8,-3.3,8.4,
2382705,180063,24.8573,-19.495,-13.23,-6.107,0.027,-0.051,1.088,-25,-3.4,8.7,
2392702,180073,24.8573,-16.555,-6.002,-7.245,0.049,-0.07,1.081,-25.9,-2.8,8.5,
2402703,180083,24.8573,-16.677,1.627,-3.01,0.046,-0.064,1.045,-25.6,-2.8,8.8,
2412702,180093,24.8573,-15.592,5.25,0.105,0.03,-0.061,0.999,-24.6,-3.1,8.2,
2422705,180103,24.8573,-10.272,6.09,-0.175,0.035,-0.073,1.001,-24.7,-3,7.6,
2432702,180113,24.8573,-3.01,6.65,1.96,0.052,-0.069,1.013,-24.4,-3.7,7.8,
2442704,180123,24.8573,2.887,7.087,6.562,0.047,-0.047,0.985,-25.3,-3,7.8,
2452702,180133,24.8573,2.327,4.042,7.927,0.067,-0.042,0.99,-24.6,-2.5,8.8,
2462705,180143,24.8573,-2.467,-0.087,6.667,0.124,-0.035,1.016,-24.4,-4,8.5,
2472702,180153,24.8573,-4.182,-1.522,2.362,0.091,-0.016,1.04,-24.3,-3.4,7.9,
2482704,180163,24.8573,-1.12,-2.782,-6.79,0.025,-0.024,1.034,-24.9,-2.4,7.9,
2492702,180173,24.8573,-0.91,-6.002,-12.705,0.022,-0.06,1.04,-25.2,-4,8.5,
2502705,180183,24.8573,-3.902,-7.91,-7.98,0.017,-0.081,1.08,-24.7,-3.9,8.5,
2512702,180193,24.8573,-7.157,-6.212,-1.662,0.004,-0.079,1.109,-25.6,-3.4,8.4,
2522704,180203,24.8573,-9.782,-0.577,-0.017,0.004,-0.083,1.083,-24.6,-3.1,8.7,
2532702,180213,24.8573,-9.555,1.907,-0.962,0.005,-0.085,1.052,-24.7,-3.1,7.2,
2542705,180223,24.8573,-3.57,-1.89,0.07,0.011,-0.084,1.08,-24.6,-2.8,9,
2552702,180233,24.8573,-3.57,-1.89,0.07,0.011,-0.084,1.08,-24.9,-3.7,8.2,
2562703,180243,24.8573,3.185,-2.292,2.677,0.028,-0.057,1.082,-24.4,-3.1,7.6,
2572702,180253,24.8573,4.777,1.207,4.357,0.039,-0.026,1.041,-25.3,-3.9,7.5,
2582705,180263,24.8573,5.302,4.06,3.307,0.024,-0.016,1.028,-24.1,-4.9,8.2,
2592704,180273,24.8573,5.897,7.91,2.24,0.005,-0.026,1.055,-24.4,-4,8.8,
2602704,180283,24.8573,5.6,12.355,6.02,0.019,-0.042,1.048,-24.1,-3.3,8.4,
2612702,180293,24.8381,6.055,13.965,11.077,0.015,-0.021,1.014,-24.3,-3,8.4,
2622705,180303,24.8381,3.867,8.015,10.342,0.01,-0.005,1.009,-24.1,-3,8.7,
2632702,180313,24.8381,1.155,-0.542,3.307,0,-0.014,1.017,-24,-4.2,9.6,
