time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45266670,-6,-31,1043,630,-3570,1540,1501,-51,-484,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266690,-6,-31,1042,560,-3570,1540,1495,-57,-480,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266710,-6,-31,1043,560,-3570,1540,1503,-51,-486,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266730,-5,-31,1043,560,-3570,1540,1500,-48,-486,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266750,-5,-31,1042,560,-3570,1610,1507,-52,-493,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266770,-6,-31,1043,630,-3570,1680,1506,-66,-483,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266790,16,-10,1048,630,-3430,5600,1497,-55,-486,998.72,20.7,71.2,,,,,,,,        ,        ,        ,673,
45266810,74,-99,1032,420,-3430,19180,1498,-55,-478,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266830,19,-23,1007,770,-3150,17850,1503,-33,-481,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266840,-97,34,1109,910,-3780,17920,1504,-37,-483,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266860,-42,-59,1032,700,-3080,8820,1500,-25,-484,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266880,-8,-31,1032,560,-3430,1400,1510,-25,-484,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266900,-3,-29,1043,560,-3640,1540,1504,-30,-495,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266920,-6,-32,1044,560,-3500,1540,1506,-33,-481,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266940,-5,-31,1043,560,-3570,1540,1504,-33,-495,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266960,-5,-31,1043,630,-3570,1540,1506,-31,-480,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266980,-6,-30,1043,630,-3570,1610,1500,-30,-487,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45267000,-5,-31,1043,560,-3570,1540,1507,-27,-487,998.68,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267010,-5,-31,1043,630,-3570,1610,1518,-28,-486,998.68,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267030,-5,-31,1044,630,-3570,1610,1504,-27,-477,998.68,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267050,-6,-31,1043,630,-3570,1610,1509,-33,-487,998.68,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267070,-5,-31,1044,630,-3570,1540,1504,-27,-477,998.70,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267090,-5,-31,1044,630,-3570,1540,1506,-24,-484,998.70,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267110,-5,-31,1044,630,-3570,1540,1510,-34,-475,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267130,-5,-31,1043,630,-3570,1540,1507,-22,-484,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267150,-5,-31,1044,630,-3570,1540,1507,-22,-478,998.63,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267160,-5,-31,1044,630,-3570,1540,1507,-31,-489,998.63,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267180,-7,-29,1042,560,-3500,1540,1503,-37,-474,998.60,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267200,-6,-32,1045,560,-3500,1540,1507,-27,-483,998.60,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267220,-1,-30,1035,490,-2940,980,1495,-28,-475,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267240,-59,52,954,-840,5740,6370,1506,-27,-480,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267260,-59,-65,1143,-1540,8610,27510,1503,-12,-468,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267280,-14,-95,1051,1330,-6580,14070,1501,-10,-468,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267300,-3,7,1046,1050,-7140,14210,1501,-4,-478,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267320,15,-38,1039,1680,-7910,10010,1495,0,-472,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267330,-26,-92,1004,-910,2310,11620,1491,6,-475,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267350,9,-59,1084,140,-840,-22750,1494,-3,-468,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267370,44,-23,1048,490,-3150,-18340,1498,-10,-478,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267390,35,-36,1045,700,-3150,-25620,1497,-21,-472,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267410,-106,-38,1039,280,-2310,-21070,1501,-40,-469,998.70,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267430,-25,-33,1043,560,-2660,-15960,1495,-52,-475,998.70,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267450,28,32,1047,700,-2940,560,1491,-45,-475,998.74,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267470,-16,-36,1048,770,-3920,1960,1504,-51,-477,998.74,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267490,-13,-36,1046,700,-3710,1330,1492,-46,-481,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267500,-18,-34,1050,840,-4760,1120,1486,-55,-471,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267520,-13,-37,1043,700,-3360,-1120,1492,-49,-471,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267540,-36,-68,1047,560,-3430,-10150,1491,-51,-478,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267560,-10,-27,1047,700,-3710,-7770,1498,-64,-477,998.63,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267580,-4,-17,1047,700,-3360,-2800,1500,-66,-471,998.63,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267600,-6,-18,1049,840,-3920,490,1498,-66,-474,998.62,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267620,-10,-29,1044,770,-3080,1330,1500,-66,-468,998.62,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267640,-39,-34,1031,-70,6230,1680,1494,-66,-463,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267660,3,-39,1068,-420,3500,6370,1503,-60,-472,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267670,-14,-44,1048,280,-700,1260,1486,-66,-465,998.67,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267690,-1,-56,1017,-1610,14350,2660,1501,-66,-459,998.67,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267710,-71,-25,1099,630,490,5950,1491,-60,-451,998.69,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267730,-21,-24,1044,1190,-7770,3500,1503,-57,-445,998.69,20.8,71.2,,,,,,,,        ,        ,        ,663,
45267750,-29,-34,1055,1120,-5880,2030,1488,-57,-454,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267770,-47,-41,1069,2100,-14070,1400,1492,-49,-465,998.65,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267790,3,-25,1025,910,-3430,3850,1486,-54,-462,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267810,-40,-45,1068,2730,-11760,2100,1507,-58,-466,998.66,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267820,6,-24,1012,1960,-9800,2170,1503,-60,-468,998.74,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267840,-29,-37,1064,1400,-6090,2730,1494,-60,-466,998.74,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267860,-19,-37,1058,1610,-10150,1610,1489,-54,-463,998.71,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267880,-44,-42,1095,3780,-23240,770,1491,-46,-471,998.71,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267900,-17,-29,950,420,-5880,1470,1486,-54,-489,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267920,39,-29,1083,910,-3500,2380,1495,-46,-487,998.72,20.8,71.2,,,,,,,,        ,        ,        ,1,
45267940,-6,-44,1048,910,-3850,1400,1491,-58,-492,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45267960,-6,-31,1044,840,-3850,1330,1489,-46,-484,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45267980,-4,-33,1048,910,-3850,1330,1489,-51,-492,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268000,-4,-35,1046,840,-3780,1330,1492,-55,-492,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268010,-6,-31,1045,840,-3780,1330,1494,-58,-486,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268030,-5,-33,1045,770,-3780,1400,1504,-54,-492,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268050,-4,-34,1044,770,-3780,1330,1497,-57,-493,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268070,-5,-33,1044,840,-3850,1400,1494,-58,-486,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268090,-4,-33,1044,770,-3710,1400,1497,-48,-493,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268110,-12,-13,1035,770,-3500,1610,1489,-57,-486,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268130,-111,105,960,-4760,28350,27160,1495,-49,-475,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268150,70,-210,1146,-280,3710,11550,1495,-37,-457,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268160,3,-22,1032,420,-840,910,1482,-45,-468,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268180,13,-72,1039,210,-700,-350,1497,-49,-462,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268200,44,-99,1036,-910,5600,-15750,1485,-45,-462,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268220,-98,-33,1051,70,980,-23450,1488,-58,-453,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268240,-39,-37,1045,420,700,-20370,1492,-67,-453,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268260,-21,23,1041,140,2940,-6580,1503,-69,-451,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268280,-15,-35,1044,700,8120,2100,1495,-76,-442,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268300,-27,-34,1027,770,21420,13440,1494,-75,-436,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268320,-54,-71,1046,-280,21770,6090,1498,-64,-417,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268330,-74,-71,1046,420,18130,-5880,1492,-73,-411,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268350,-57,-56,1052,1470,10850,-20090,1507,-79,-396,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268370,-68,-64,1046,1610,9100,-30800,1507,-85,-399,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268390,-62,51,1033,770,16170,-11760,1500,-102,-388,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268410,-20,24,1026,-420,30380,3780,1504,-106,-369,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268430,-81,-38,1044,-560,27510,4690,1501,-103,-348,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268450,-111,-35,1042,-210,23870,350,1503,-105,-348,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268470,-122,-40,1046,70,16730,-490,1500,-105,-325,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268480,-105,-40,1034,-70,21350,1540,1504,-97,-312,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268500,-181,-35,1031,-1890,30450,11760,1510,-99,-297,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268520,-137,-29,1031,-2170,32480,15820,1507,-93,-274,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268540,-137,-53,1055,-630,23870,7280,1504,-87,-265,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268560,-186,-42,1042,420,10500,-630,1503,-84,-249,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268580,-164,-38,1036,840,4760,-2380,1506,-88,-234,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268600,-175,-42,1023,980,4690,-2590,1506,-87,-240,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268620,-144,-34,1019,420,13860,700,1515,-87,-232,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268640,-176,-38,1026,140,20090,2030,1507,-87,-214,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268660,-195,-39,1031,-350,16730,5250,1509,-90,-204,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268670,-213,-44,1036,140,10920,2660,1516,-90,-190,998.67,20.7,71.3,,,,,,,,        ,        ,        ,53,
45268690,-189,-38,1018,490,6370,70,1513,-81,-199,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268710,-190,-37,1017,210,15890,1750,1503,-82,-172,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268730,-200,-39,1018,140,21980,630,1498,-88,-171,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268750,-221,-39,1022,140,20160,770,1504,-96,-165,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268770,-240,-40,1026,350,14070,420,1494,-88,-147,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268790,-231,-39,1015,280,15330,1190,1504,-91,-141,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268810,-231,-40,1011,280,19390,490,1504,-88,-121,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268820,-244,-43,1010,490,21560,-280,1495,-90,-111,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268840,-245,-37,1011,0,23030,1260,1501,-88,-96,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268860,-274,-41,1015,140,17360,980,1503,-91,-84,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45268880,-288,-41,1019,420,7700,420,1491,-87,-88,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45268900,-280,-40,1011,490,4200,1120,1498,-87,-81,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45268920,-264,-39,999,210,10710,2660,1494,-93,-67,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45268940,-274,-38,1001,-420,17150,3640,1492,-91,-63,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45268960,-292,-39,1001,-560,18690,3080,1497,-81,-52,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45268980,-307,-40,1001,0,18410,1400,1494,-88,-48,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269000,-302,-38,996,0,16660,1680,1495,-96,-37,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269010,-302,-39,987,-630,21770,3780,1489,-91,-15,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269030,-325,-40,990,-910,24640,3500,1486,-88,-4,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269050,-330,-42,985,-140,22820,1050,1477,-90,7,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269070,-312,-39,969,-490,35840,1330,1476,-90,28,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269090,-393,-43,1001,-840,28840,2590,1486,-87,48,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269110,-350,-39,968,-280,23310,840,1471,-85,60,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269130,-350,-38,959,-420,33670,700,1458,-88,69,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269150,-345,-37,941,-840,49700,910,1464,-84,94,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269160,-416,-5,900,-7630,85050,12180,1441,-85,139,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269180,-488,-49,948,-7630,63000,14490,1432,-73,187,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269200,-446,-73,1020,-910,35350,840,1428,-64,213,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269220,-489,-43,936,-350,29610,980,1405,-66,228,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269240,-462,-41,913,-630,38640,1400,1413,-73,247,998.63,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269260,-463,-40,902,-1050,52010,2100,1383,-78,268,998.63,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269280,-501,-40,900,-2100,55930,2730,1377,-72,298,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269300,-551,-40,902,-3220,48160,4270,1365,-79,307,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269320,-566,-54,915,-210,28910,-280,1354,-76,336,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269330,-565,-39,894,-70,20160,1260,1351,-72,346,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269350,-550,-42,876,-210,23100,1540,1341,-76,355,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269370,-545,-41,865,-630,37590,1400,1330,-66,376,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269390,-580,-43,853,-980,48370,1960,1320,-78,412,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269410,-635,-45,866,-770,40320,1330,1300,-76,423,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269430,-640,-44,857,-140,21490,980,1294,-79,442,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269450,-622,-46,826,-1820,15820,3220,1285,-75,451,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269470,-591,-55,829,-2310,23310,3920,1281,-72,460,998.59,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269480,-604,-24,817,-4200,33810,7280,1278,-61,481,998.59,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269500,-640,-49,808,350,41090,-2100,1258,-73,501,998.61,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269520,-692,-76,783,7770,44100,-7910,1242,-70,514,998.61,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269540,-697,-23,823,11900,35000,-12460,1225,-82,538,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269560,-618,-28,805,6580,30030,-6370,1209,-88,555,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269580,-672,-35,724,-3150,36610,4550,1201,-84,576,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269600,-696,-23,727,-17500,59080,17220,1170,-79,588,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269620,-728,-45,845,-4410,39200,4340,1156,-61,616,998.70,20.8,71.3,,,,,,,,        ,        ,        ,664,
45269640,-724,-72,756,350,27090,1050,1140,-66,622,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269660,-789,-60,780,1400,-6720,-1050,1141,-63,624,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269670,-701,-99,758,2800,-2660,-420,1141,-69,625,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269690,-729,-22,738,-2800,-2800,4970,1137,-63,636,998.61,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269710,-723,-33,746,-3640,-2730,6370,1137,-66,622,998.61,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269730,-732,-13,726,3220,1120,1540,1135,-58,631,998.64,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269750,-704,-52,762,13020,-420,-8750,1138,-67,636,998.64,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269770,-749,-22,716,9520,1470,-7210,1146,-72,651,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269790,-745,-40,731,4270,19390,-3290,1128,-82,654,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269810,-741,-41,734,3430,36540,-3150,1119,-91,669,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269820,-755,-41,706,8260,42350,-7630,1099,-88,673,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45269840,-761,-42,700,8680,43820,-7490,1084,-88,700,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45269860,-774,-42,681,11270,41510,-9240,1066,-108,718,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269880,-769,-46,685,9520,32130,-7350,1051,-112,724,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269900,-795,-41,662,5880,28910,-3990,1036,-120,742,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269920,-800,-43,650,6090,30520,-4270,1027,-121,751,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269940,-815,-41,635,8050,30380,-5460,1018,-123,763,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269960,-812,-42,639,10290,34090,-7420,1005,-127,780,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45269980,-798,-47,654,10570,36190,-7560,988,-144,786,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270000,-822,-52,619,10080,27090,-6160,973,-141,801,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270010,-843,-44,596,4480,25200,-2240,960,-148,808,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270030,-829,-42,616,9450,32270,-5880,937,-148,825,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270050,-846,-40,590,10220,36680,-6300,942,-162,835,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270070,-857,-43,574,12390,37730,-7350,913,-168,849,998.75,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270090,-855,-41,573,8400,36820,-4690,903,-181,868,998.75,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270110,-884,-43,530,2240,40110,-980,870,-184,868,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270130,-878,-43,537,4130,42140,-2100,853,-183,888,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270150,-884,-44,527,6650,44870,-3500,843,-181,898,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270160,-888,-46,521,4550,44170,-2520,810,-192,916,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270180,-894,-52,506,9660,38290,-5250,798,-196,924,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270200,-904,-42,493,12950,40950,-6930,786,-207,936,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270220,-916,-35,469,17990,45640,-8260,747,-211,946,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270240,-917,-46,460,17920,43400,-8190,735,-228,966,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270260,-930,-44,432,12530,37030,-4480,715,-226,979,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270280,-940,-34,413,700,39130,0,702,-226,976,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270300,-943,-44,401,12320,40600,-4970,666,-241,988,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270320,-945,-49,393,14980,40530,-4620,654,-247,1006,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270330,-952,-43,380,13510,41580,-3990,630,-255,1011,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270350,-957,-46,363,19460,43120,-5530,607,-264,1006,998.75,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270370,-961,-47,349,12740,40390,-3500,586,-280,1027,998.75,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270390,-967,-46,333,-280,37520,560,562,-273,1030,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270410,-971,-43,318,14560,33880,-3430,546,-282,1039,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270430,-974,-46,311,24290,42070,-6930,532,-294,1042,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270450,-979,-44,294,29820,46270,-8680,495,-318,1053,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270470,-981,-49,277,21350,43260,-8050,474,-325,1060,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270490,-984,-52,261,4060,31850,280,454,-331,1060,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270500,-986,-56,247,1750,26040,7490,427,-328,1075,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270520,-992,-39,253,-10290,32270,2520,412,-331,1069,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270540,-993,-46,231,-12460,30870,3500,397,-334,1078,998.79,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270560,-996,-46,212,-10850,26180,2730,379,-325,1084,998.79,20.7,71.4,,,,,,,,        ,        ,        ,664,
45270580,-998,-46,208,-18410,21770,3990,376,-310,1095,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270600,-998,-45,199,-17430,21280,3710,357,-307,1093,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270620,-999,-47,194,-11410,26040,3080,352,-295,1095,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270640,-1002,-46,180,-3850,29750,1330,322,-295,1107,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270660,-1004,-46,167,-1050,28700,910,304,-285,1107,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270670,-1007,-43,156,-15890,19600,-1190,291,-274,1110,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270690,-1010,-38,154,-3220,16380,-140,282,-273,1120,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270710,-1004,-53,146,5880,25340,210,279,-279,1114,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270730,-1006,-54,126,-700,29960,630,243,-276,1116,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270750,-1009,-53,113,-1610,19880,2940,225,-283,1125,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270770,-1012,-47,104,-9100,16450,7210,219,-277,1120,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270790,-1010,-53,93,-2870,9660,3920,213,-282,1125,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270810,-1010,-49,95,33530,16450,2450,204,-292,1135,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270820,-1011,-42,97,49350,26040,-1540,195,-313,1131,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270840,-1011,-46,92,15540,26670,-3990,174,-328,1129,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270860,-1008,-56,75,-29820,15750,6300,160,-310,1129,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270880,-1014,-39,62,-39480,12180,4340,162,-300,1134,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270900,-1012,-49,57,-13720,20230,1820,148,-277,1146,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
