#Format version: 1.0
time[us],Waveform 1,Waveform 1,gyroX[dps],gyroY[dps],gyroZ[dps],accX[g],accY[g],accZ[g],magnX[uT],magnY[uT],magnZ[uT],
420002,104308,27.7572,-0.262,-1.172,-0.875,0.01,-0.013,1.027,-23.8,-7.5,31.3,
430000,104318,27.7572,-0.245,-1.085,-0.875,0.009,-0.014,1.025,-24.4,-8.1,30.3,
440003,104328,27.7572,-0.21,-1.12,-0.822,0.01,-0.014,1.026,-24.1,-7.9,30.6,
450000,104338,27.7572,-0.245,-1.155,-0.787,0.01,-0.014,1.026,-23.2,-7.9,30.9,
460002,104348,27.7572,-0.21,-1.102,-0.787,0.012,-0.012,1.026,-24.3,-8.4,30.7,
470000,104358,27.7572,-0.21,-1.137,-0.787,0.011,-0.013,1.026,-24,-8.8,29.8,
480003,104368,27.738,-0.245,-1.19,-0.822,0.01,-0.013,1.026,-24.6,-7.8,31,
490001,104378,27.738,-0.21,-1.172,-0.787,0.011,-0.011,1.026,-23.8,-9.1,30.3,
500004,104388,27.738,-0.21,-1.155,-0.77,0.01,-0.012,1.027,-25,-8.2,30.3,
510000,104398,27.738,-0.28,-1.155,-0.77,0.01,-0.012,1.026,-22.9,-7.9,30.7,
520004,104408,27.738,-0.332,-1.19,-0.787,0.01,-0.012,1.028,-23.4,-7.5,31.2,
530000,104418,27.738,-0.227,-1.19,-0.875,0.01,-0.012,1.025,-23.2,-8.1,29.8,
540002,104428,27.738,-0.21,-1.19,-0.857,0.011,-0.012,1.026,-24.4,-7.8,31.3,
550001,104438,27.738,-0.28,-1.172,-0.84,0.01,-0.011,1.025,-23.8,-7.5,29.7,
560003,104448,27.738,-0.262,-1.137,-0.787,0.011,-0.012,1.026,-22.8,-7.3,31,
570000,104458,27.738,-0.21,-1.137,-0.787,0.011,-0.011,1.026,-23.8,-8.5,29.7,
580002,104468,27.738,-0.21,-1.137,-0.787,0.011,-0.012,1.026,-23.7,-7.9,31.2,
590001,104478,27.738,-0.245,-1.102,-0.787,0.01,-0.012,1.026,-23.8,-7.9,31,
600004,104488,27.738,-0.227,-1.137,-0.822,0.01,-0.013,1.026,-23.5,-7.8,30.7,
610000,104498,27.738,-0.21,-1.155,-0.805,0.009,-0.013,1.026,-23.5,-7,30.6,
620002,104508,27.738,-0.192,-1.155,-0.787,0.01,-0.013,1.027,-23.5,-8.1,30.4,
630000,104518,27.738,-0.227,-1.172,-0.805,0.01,-0.013,1.025,-24,-7.8,30.6,
640003,104528,27.738,-0.245,-1.137,-0.822,0.01,-0.012,1.026,-23.8,-7.6,29.7,
650000,104538,27.738,-0.262,-1.137,-0.84,0.011,-0.012,1.026,-23.7,-7.9,31.8,
660002,104548,27.738,-0.245,-1.155,-0.805,0.011,-0.012,1.026,-23.5,-7.5,31.2,
670001,104558,27.738,-0.262,-1.172,-0.787,0.01,-0.011,1.026,-23.2,-7.9,31,
680003,104568,27.738,-0.262,-1.172,-0.857,0.011,-0.013,1.027,-24.1,-7.8,30,
690000,104578,27.738,-0.262,-1.172,-0.857,0.01,-0.012,1.026,-22.6,-8.4,30.6,
700002,104588,27.738,-0.192,-1.12,-0.787,0.011,-0.012,1.027,-24.1,-7.6,30.6,
710000,104598,27.738,-0.21,-1.172,-0.752,0.011,-0.013,1.026,-24.1,-8.2,30.6,
720003,104608,27.738,-0.245,-1.172,-0.787,0.011,-0.012,1.026,-23.8,-7.9,31.6,
730000,104618,27.738,-0.262,-1.172,-0.735,0.01,-0.011,1.026,-24.3,-8.2,31,
740002,104628,27.738,-0.157,-1.12,-0.822,0.01,-0.011,1.027,-24.4,-7.8,30.6,
750002,104638,27.738,-0.192,-1.137,-0.857,0.011,-0.011,1.026,-24,-7.3,30.3,
760003,104648,27.738,-0.21,-1.137,-0.84,0.011,-0.012,1.027,-23.8,-8.7,29.7,
770000,104658,27.738,-0.227,-1.207,-0.822,0.011,-0.012,1.026,-23.8,-8.5,29.8,
780002,104668,27.738,-0.245,-1.172,-0.84,0.01,-0.012,1.026,-24.3,-7.8,30.7,
790000,104678,27.738,-0.245,-1.172,-0.84,0.011,-0.013,1.025,-24,-7.8,31.3,
800004,104688,27.738,-0.21,-1.172,-0.822,0.01,-0.013,1.027,-24.3,-8.5,31.2,
810001,104698,27.738,-0.262,-1.12,-0.805,0.009,-0.013,1.025,-23.4,-7.3,30.9,
820002,104708,27.738,-0.245,-1.19,-0.787,0.011,-0.013,1.027,-24,-8.2,29.8,
830001,104718,27.738,-0.21,-1.12,-0.805,0.01,-0.012,1.026,-24.9,-7.6,31.3,
840004,104728,27.738,-0.21,-1.12,-0.805,0.01,-0.012,1.026,-24.6,-7.3,30.6,
850000,104738,27.738,-0.28,-1.137,-0.805,0.01,-0.012,1.026,-23.8,-7.9,31.5,
860002,104748,27.738,-0.227,-1.102,-0.735,0.01,-0.012,1.026,-24,-8.2,30.4,
870000,104758,27.738,-0.297,-1.19,-0.805,0.011,-0.012,1.025,-23.7,-8.2,30.9,
880004,104768,27.738,-0.28,-1.12,-0.805,0.012,-0.011,1.026,-24.4,-8.7,30.3,
890000,104778,27.6996,-0.262,-1.172,-0.805,0.012,-0.012,1.026,-23.2,-8.1,29.5,
900002,104788,27.6996,-0.245,-1.102,-0.822,0.01,-0.012,1.026,-23.8,-7.9,31.3,
910000,104798,27.6996,-0.21,-1.137,-0.805,0.011,-0.013,1.027,-23.2,-7.6,30.9,
920004,104808,27.6996,-0.227,-1.172,-0.857,0.011,-0.013,1.025,-22.8,-8.1,30.6,
930000,104818,27.6996,-0.192,-1.12,-0.787,0.011,-0.013,1.027,-24.4,-7.5,31.3,
940002,104828,27.6996,-0.227,-1.12,-0.805,0.01,-0.012,1.026,-22.9,-8.7,31.2,
950001,104838,27.6996,-0.245,-1.155,-0.787,0.012,-0.011,1.026,-24,-8.5,30.6,
960004,104848,27.6996,-0.227,-1.172,-0.787,0.012,-0.011,1.026,-23.2,-7.6,30.9,
970000,104858,27.7188,-0.21,-1.155,-0.822,0.012,-0.011,1.026,-24.6,-8.5,30.7,
980002,104868,27.7188,-0.245,-1.19,-0.84,0.011,-0.012,1.026,-24.3,-7.5,30.3,
990000,104878,27.7188,-0.227,-1.19,-0.822,0.01,-0.012,1.026,-25.2,-8.2,30.6,
1000005,104888,27.7188,-0.21,-1.172,-0.84,0.01,-0.013,1.026,-23.4,-7.6,30.4,
1010000,104898,27.7188,-0.28,-1.172,-0.84,0.01,-0.013,1.027,-23.4,-7.8,29.8,
1020002,104908,27.7188,-0.245,-1.172,-0.822,0.01,-0.014,1.026,-23.4,-7.6,29.8,
1030000,104918,27.7188,-0.262,-1.155,-0.822,0.011,-0.014,1.027,-23.5,-8.7,31,
1040004,104928,27.7188,-0.227,-1.172,-0.822,0.01,-0.012,1.025,-24.4,-7.8,29.7,
1050000,104938,27.7188,-0.227,-1.155,-0.805,0.011,-0.012,1.027,-23.4,-7.6,30.1,
1060002,104948,27.7188,-0.21,-1.137,-0.752,0.011,-0.013,1.025,-23.2,-8.4,30.1,
1070000,104958,27.7188,-0.21,-1.137,-0.805,0.011,-0.012,1.026,-24.4,-8.4,30.6,
1080004,104968,27.7188,-0.227,-1.12,-0.787,0.01,-0.013,1.026,-24.4,-8.4,31,
1090000,104978,27.7188,-0.21,-1.12,-0.822,0.01,-0.012,1.026,-24.1,-7.9,30.3,
1100002,104988,27.7188,-0.227,-1.207,-0.822,0.01,-0.012,1.026,-23.8,-8.5,29.7,
1110000,104998,27.7188,-0.21,-1.19,-0.857,0.01,-0.012,1.026,-24.1,-7.8,30.7,
1120004,105008,27.7188,-0.262,-1.207,-0.822,0.01,-0.011,1.026,-24,-7.6,30.7,
1130000,105018,27.7188,-0.21,-1.12,-0.84,0.011,-0.011,1.026,-23.2,-8.5,30.7,
1140002,105028,27.738,-0.28,-1.137,-0.787,0.011,-0.012,1.027,-24.6,-7.9,30.3,
1150000,105038,27.738,-0.245,-1.19,-0.805,0.011,-0.012,1.027,-24,-7.9,30.3,
1160004,105048,27.738,-0.227,-1.155,-0.787,0.012,-0.012,1.026,-23.4,-8.1,31,
1170000,105058,27.738,-0.21,-1.207,-0.805,0.011,-0.012,1.027,-24,-8.4,30.1,
1180002,105068,27.738,-0.21,-1.155,-0.84,0.011,-0.012,1.027,-23.5,-8.1,30.6,
1190001,105078,27.738,-0.262,-1.155,-0.857,0.011,-0.013,1.026,-24.1,-7.9,30.1,
1200003,105088,27.738,-0.227,-1.137,-0.805,0.01,-0.014,1.027,-24,-8.4,30.9,
1210000,105098,27.738,-0.157,-1.155,-0.822,0.011,-0.012,1.026,-24.1,-8.4,31,
1220002,105108,27.738,-0.227,-1.155,-0.787,0.01,-0.012,1.026,-23.8,-8.4,30.6,
1230001,105118,27.738,-0.245,-1.12,-0.822,0.011,-0.012,1.027,-23.2,-7.9,30.6,
1240004,105128,27.738,-0.245,-1.172,-0.84,0.01,-0.012,1.026,-23.4,-8.1,31.3,
1250003,105138,27.738,-0.245,-1.172,-0.805,0.01,-0.012,1.026,-24.1,-8.5,30.7,
1260002,105148,27.738,-0.245,-1.155,-0.805,0.011,-0.012,1.026,-24,-8.1,31,
1270000,105158,27.738,-0.245,-1.155,-0.84,0.012,-0.013,1.027,-23.1,-8.2,30.1,
1280004,105168,27.738,-0.262,-1.137,-0.822,0.01,-0.012,1.027,-24.1,-8.8,29.8,
1290000,105178,27.738,-0.21,-1.155,-0.822,0.011,-0.013,1.026,-23.2,-9,29.8,
1300002,105188,27.7188,-0.297,-1.19,-0.822,0.01,-0.012,1.026,-24,-9.4,30.3,
1310000,105198,27.7188,-0.227,-1.172,-0.805,0.011,-0.012,1.026,-23.7,-8.2,30.1,
1320004,105208,27.7188,-0.262,-1.137,-0.822,0.011,-0.011,1.026,-23.4,-8.2,30.7,
1330001,105218,27.7188,-0.245,-1.12,-0.787,0.011,-0.011,1.026,-24.1,-8.1,29.8,
1340002,105228,27.7188,-0.262,-1.172,-0.857,0.011,-0.012,1.026,-23.5,-8.4,30.6,
1350000,105238,27.7188,-0.245,-1.137,-0.822,0.011,-0.011,1.026,-23.2,-8.5,29.2,
1360004,105248,27.7188,-0.192,-1.137,-0.857,0.011,-0.012,1.027,-23.5,-8.7,30.4,
1370001,105258,27.7188,-0.245,-1.172,-0.84,0.01,-0.012,1.026,-24.3,-8.1,31,
1380002,105268,27.7572,-0.28,-1.172,-0.875,0.01,-0.013,1.025,-23.1,-8.8,30.4,
1390000,105278,27.7572,-0.245,-1.19,-0.822,0.01,-0.013,1.026,-23.8,-8.7,31.3,
1400003,105288,27.7572,-0.245,-1.172,-0.787,0.01,-0.014,1.026,-23.4,-7.6,30.1,
1410001,105298,27.7572,-0.28,-1.207,-0.822,0.01,-0.013,1.027,-24.9,-8.1,30.3,
1420002,105308,27.7572,-0.262,-1.207,-0.822,0.01,-0.012,1.026,-23.7,-7.8,30.3,
1430000,105318,27.7572,-0.21,-1.19,-0.805,0.01,-0.012,1.027,-23.1,-8.8,30.4,
1440003,105328,27.7572,-0.245,-1.137,-0.822,0.011,-0.012,1.026,-24.1,-7,30.3,
1450001,105338,27.7572,-0.21,-1.137,-0.805,0.012,-0.012,1.026,-23.8,-8.8,30.1,
1460002,105348,27.7572,-0.192,-1.155,-0.822,0.011,-0.011,1.026,-24.7,-7.6,30.9,
1470001,105358,27.7572,-0.192,-1.137,-0.805,0.01,-0.011,1.026,-23.8,-8.1,30.9,
1480003,105368,27.7572,-0.245,-1.155,-0.805,0.009,-0.012,1.027,-23.8,-8.1,29.7,
1490000,105378,27.7572,-0.245,-1.19,-0.805,0.01,-0.013,1.026,-22.8,-8.5,31.2,
1500004,105388,27.7572,-0.175,-1.12,-0.805,0.01,-0.013,1.026,-23.8,-8.4,29.8,
1510001,105398,27.7572,-0.245,-1.137,-0.822,0.011,-0.012,1.026,-24,-7.9,30.7,
1520004,105408,27.7572,-0.245,-1.12,-0.822,0.011,-0.012,1.026,-23.5,-7.6,30.4,
1530000,105418,27.7572,-0.227,-1.172,-0.857,0.011,-0.012,1.026,-23.7,-7.9,30.6,
1540002,105428,27.7572,-0.21,-1.172,-0.84,0.011,-0.01,1.027,-23.5,-7.9,30.6,
1550000,105438,27.7188,-0.21,-1.172,-0.84,0.011,-0.012,1.026,-23.1,-8.2,30.3,
1560004,105448,27.7188,-0.245,-1.19,-0.857,0.011,-0.013,1.026,-23.5,-7.8,30.3,
1570000,105458,27.7188,-0.262,-1.172,-0.84,0.01,-0.012,1.026,-23.4,-8.8,30.6,
1580002,105468,27.7188,-0.192,-1.155,-0.805,0.01,-0.012,1.025,-23.7,-8.7,31,
1590000,105478,27.7188,-0.21,-1.155,-0.822,0.01,-0.013,1.026,-24,-8.1,30.6,
1600004,105488,27.7188,-0.175,-1.155,-0.84,0.01,-0.013,1.026,-24.9,-7.9,29.8,
1610001,105498,27.7188,-0.192,-1.137,-0.805,0.011,-0.013,1.026,-23.5,-8.4,31.2,
1620002,105508,27.7188,-0.175,-1.12,-0.77,0.011,-0.013,1.027,-24.1,-7.9,30.6,
1630000,105518,27.738,-0.175,-1.12,-0.77,0.011,-0.012,1.027,-23.7,-7.9,30.7,
1640004,105528,27.738,-0.21,-1.137,-0.77,0.011,-0.012,1.026,-24.3,-8.4,30.3,
1650001,105538,27.738,-0.245,-1.155,-0.84,0.011,-0.012,1.026,-23.1,-7.6,30.3,
1660002,105548,27.738,-0.175,-1.19,-0.822,0.01,-0.012,1.026,-23.8,-7.6,30.6,
1670000,105558,27.738,-0.227,-1.155,-0.805,0.01,-0.012,1.026,-23.4,-8.8,30.1,
1680003,105568,27.738,-0.227,-1.225,-0.84,0.011,-0.012,1.027,-23.5,-7.6,30.4,
1690000,105578,27.738,-0.262,-1.155,-0.857,0.011,-0.012,1.027,-23.5,-7.3,29.8,
1700002,105588,27.738,-0.227,-1.172,-0.787,0.011,-0.012,1.026,-24,-7.3,30.3,
1710000,105598,27.7188,-0.28,-1.172,-0.822,0.011,-0.012,1.027,-24.4,-8.8,30.1,
1720003,105608,27.7188,-0.227,-1.137,-0.822,0.01,-0.012,1.026,-23.4,-8.2,30.7,
1730000,105618,27.7188,-0.262,-1.172,-0.787,0.01,-0.013,1.026,-25,-8.5,30,
1740002,105628,27.7188,-0.227,-1.19,-0.875,0.011,-0.013,1.027,-23.8,-8.5,30.6,
1750002,105638,27.7188,-0.262,-1.172,-0.84,0.011,-0.012,1.026,-23.5,-8.1,30.3,
1760004,105648,27.7188,-0.227,-1.155,-0.822,0.01,-0.013,1.027,-24,-8.1,29.4,
1770000,105658,27.7188,-0.21,-1.207,-0.84,0.01,-0.013,1.026,-22.8,-7.6,31,
1780003,105668,27.7188,-0.21,-1.172,-0.84,0.01,-0.012,1.026,-23.2,-7.6,31,
1790000,105678,27.7188,-0.192,-1.12,-0.787,0.009,-0.013,1.026,-23.5,-7.6,29.2,
1800004,105688,27.7188,-0.227,-1.137,-0.84,0.01,-0.011,1.025,-24,-7.3,29.7,
1810001,105698,27.7188,-0.262,-1.19,-0.805,0.011,-0.012,1.026,-23.2,-7.8,29.8,
1820002,105708,27.7188,-0.192,-1.19,-0.787,0.01,-0.012,1.026,-23.5,-7.5,30.3,
1830000,105718,27.7188,-0.21,-1.155,-0.787,0.011,-0.012,1.026,-24.1,-8.2,30,
1840003,105728,27.7188,-0.245,-1.102,-0.77,0.011,-0.011,1.026,-23.7,-8.1,29.5,
1850000,105738,27.7188,-0.262,-1.12,-0.77,0.012,-0.012,1.025,-23.5,-9,29.8,
1860002,105748,27.7188,-0.262,-1.12,-0.787,0.011,-0.012,1.025,-23.1,-8.2,29.4,
1870001,105758,27.7188,-0.227,-1.137,-0.805,0.01,-0.012,1.026,-23.2,-7.8,30.3,
1880003,105768,27.7188,-0.262,-1.172,-0.84,0.009,-0.013,1.027,-23.5,-8.2,29.8,
1890000,105778,27.7188,-0.227,-1.155,-0.787,0.01,-0.011,1.026,-23.4,-7.8,30,
1900002,105788,27.7188,-0.192,-1.12,-0.805,0.011,-0.012,1.027,-22.8,-8.1,30.1,
1910000,105798,27.7188,-0.21,-1.137,-0.787,0.01,-0.011,1.026,-23.4,-7.3,29.5,
1920004,105808,27.7188,-0.245,-1.155,-0.805,0.011,-0.012,1.027,-23.4,-7.3,30.9,
1930000,105818,27.7188,-0.227,-1.155,-0.84,0.011,-0.012,1.026,-23.4,-7.2,30,
1940002,105828,27.7188,-0.192,-1.137,-0.875,0.01,-0.012,1.026,-24.7,-8.5,29.2,
1950001,105838,27.7188,-0.245,-1.172,-0.857,0.011,-0.013,1.026,-23.8,-7.2,29.8,
1960003,105848,27.738,-0.192,-1.155,-0.857,0.011,-0.013,1.026,-23.5,-9.1,30.9,
1970001,105858,27.738,-0.21,-1.207,-0.805,0.01,-0.013,1.027,-23.2,-9,30.3,
1980002,105868,27.738,-0.192,-1.155,-0.805,0.009,-0.013,1.027,-24.1,-7.6,30.3,
1990000,105878,27.738,-0.21,-1.137,-0.752,0.011,-0.013,1.026,-24,-7.8,30.3,
2000005,105888,27.738,-0.245,-1.172,-0.77,0.011,-0.012,1.026,-23.5,-8.1,30.4,
2010001,105898,27.738,-0.28,-1.19,-0.822,0.01,-0.012,1.026,-23.1,-8.2,30.7,
2020002,105908,27.738,-0.227,-1.172,-0.822,0.012,-0.013,1.027,-24.1,-7.5,30.6,
2030000,105918,27.738,-0.175,-1.137,-0.787,0.01,-0.011,1.026,-23.8,-7.6,30.3,
2040004,105928,27.738,-0.21,-1.137,-0.822,0.011,-0.012,1.027,-23.2,-7.9,30.3,
2050000,105938,27.738,-0.227,-1.172,-0.84,0.011,-0.012,1.026,-23.7,-8.1,30.1,
2060002,105948,27.738,-0.262,-1.155,-0.77,0.01,-0.013,1.026,-23.1,-7.6,31,
2070000,105958,27.738,-0.21,-1.155,-0.787,0.01,-0.013,1.026,-24,-8.2,30.6,
2080004,105968,27.738,-0.28,-1.137,-0.805,0.01,-0.013,1.026,-23.4,-8.1,30.1,
2090001,105978,27.738,-0.21,-1.19,-0.787,0.01,-0.012,1.026,-23.5,-8.5,29.2,
2100002,105988,27.738,-0.192,-1.19,-0.805,0.011,-0.011,1.026,-23.8,-8.2,29.7,
2110001,105998,27.738,-0.192,-1.172,-0.875,0.011,-0.012,1.026,-22.9,-7,30.3,
2120003,106008,27.7572,-0.21,-1.155,-0.822,0.011,-0.012,1.026,-24,-7.8,30.6,
2130000,106018,27.7572,-0.227,-1.12,-0.787,0.01,-0.011,1.026,-23.4,-8.2,29.1,
2140002,106028,27.7572,-0.245,-1.19,-0.805,0.011,-0.012,1.026,-24.3,-8.5,30.9,
2150001,106038,27.7572,-0.227,-1.137,-0.805,0.011,-0.013,1.026,-24,-8.1,29.7,
2160003,106048,27.7572,-0.227,-1.155,-0.805,0.01,-0.013,1.026,-23.4,-6.9,30,
2170000,106058,27.7572,-0.245,-1.172,-0.805,0.011,-0.013,1.027,-24.6,-8.4,30.9,
2180002,106068,27.7572,-0.227,-1.155,-0.822,0.011,-0.013,1.026,-22.9,-7.8,29.7,
2190000,106078,27.7572,-0.262,-1.155,-0.787,0.011,-0.012,1.026,-23.1,-7.9,29.8,
2200004,106088,27.738,-0.28,-1.172,-0.805,0.012,-0.011,1.027,-23.4,-7.6,30.1,
2210000,106098,27.738,-0.245,-1.155,-0.822,0.01,-0.012,1.026,-23.2,-7,29.1,
2220002,106108,27.738,-0.227,-1.155,-0.84,0.011,-0.012,1.026,-23.8,-7.2,30,
2230000,106118,27.738,-0.262,-1.155,-0.77,0.011,-0.011,1.026,-23.2,-7.6,30,
2240004,106128,27.738,-0.227,-1.155,-0.805,0.011,-0.013,1.026,-23.5,-7.6,29.4,
2250002,106138,27.738,-0.262,-1.19,-0.822,0.011,-0.012,1.026,-23.7,-7.3,31,
2260002,106148,27.738,-0.28,-1.12,-0.822,0.011,-0.013,1.027,-24,-8.1,29.5,
2270000,106158,27.738,-0.245,-1.137,-0.857,0.011,-0.012,1.026,-23.5,-7.3,30.4,
2280003,106168,27.7188,-0.262,-1.172,-0.822,0.01,-0.012,1.026,-24,-8.4,30.1,
2290000,106178,27.7188,-0.245,-1.155,-0.822,0.01,-0.012,1.026,-23.7,-7.5,29.4,
2300002,106188,27.7188,-0.315,-1.207,-0.822,0.011,-0.011,1.027,-23.7,-8.2,29.4,
2310001,106198,27.7188,-0.28,-1.207,-0.805,0.011,-0.012,1.026,-24.1,-7.5,30.1,
2320003,106208,27.7188,-0.227,-1.137,-0.805,0.01,-0.013,1.027,-23.5,-7.9,31,
2330000,106218,27.7188,-0.227,-1.155,-0.805,0.011,-0.012,1.026,-23.7,-7.2,30.3,
2340002,106228,27.7188,-0.262,-1.172,-0.822,0.01,-0.013,1.026,-23.5,-8.4,29.5,
2350000,106238,27.7188,-0.21,-1.137,-0.805,0.01,-0.013,1.027,-23.4,-8.2,29.8,
2360004,106248,27.738,-0.21,-1.12,-0.787,0.01,-0.012,1.026,-24.9,-7.5,30.1,
2370000,106258,27.738,-0.262,-1.137,-0.787,0.01,-0.012,1.027,-22.6,-6.7,30.6,
2380002,106268,27.738,-0.227,-1.155,-0.787,0.011,-0.012,1.027,-23.7,-8.4,29.8,
2390000,106278,27.738,-0.28,-1.137,-0.84,0.01,-0.014,1.025,-24.1,-8.4,30.6,
2400004,106288,27.738,-0.28,-1.155,-0.822,0.012,-0.012,1.026,-23.7,-8.1,30,
2410001,106298,27.738,-0.28,-1.155,-0.822,0.012,-0.012,1.026,-23.1,-7.8,29.5,
2420002,106308,27.738,-0.28,-1.12,-0.77,0.01,-0.012,1.026,-24.3,-7.8,30.1,
2430001,106318,27.738,-0.245,-1.172,-0.805,0.01,-0.012,1.025,-24,-7.8,30,
2440004,106328,27.738,-0.245,-1.172,-0.77,0.01,-0.013,1.026,-22.8,-7,30.4,
2450001,106338,27.7188,-0.332,-1.172,-0.805,0.011,-0.012,1.026,-24.4,-7.9,29.8,
2460002,106348,27.7188,-0.297,-1.137,-0.77,0.011,-0.012,1.027,-23.7,-7.8,30.4,
2470000,106358,27.7188,-0.21,-1.155,-0.787,0.011,-0.012,1.026,-23.7,-7.3,31.2,
2480004,106368,27.7188,-0.262,-1.155,-0.77,0.011,-0.011,1.026,-23.5,-7.6,30.4,
2490000,106378,27.7188,-0.21,-1.137,-0.805,0.011,-0.011,1.026,-23.4,-6.9,30,
2500003,106388,27.7188,-0.227,-1.12,-0.822,0.011,-0.012,1.027,-23.4,-7.8,30.1,
2510000,106398,27.7188,-0.262,-1.19,-0.805,0.012,-0.012,1.026,-23.7,-8.5,30.3,
2520004,106408,27.7188,-0.262,-1.172,-0.787,0.011,-0.012,1.026,-23.5,-7.3,29.7,
2530000,106418,27.7572,-0.245,-1.137,-0.84,0.011,-0.013,1.027,-23.8,-7.3,29.4,
2540002,106428,27.7572,-0.21,-1.155,-0.822,0.01,-0.013,1.026,-23.4,-8.1,30.7,
2550000,106438,27.7572,-0.227,-1.172,-0.805,0.01,-0.013,1.026,-23.2,-7.8,30.3,
2560003,106448,27.7572,-0.245,-1.155,-0.822,0.01,-0.013,1.026,-23.7,-8.2,29.8,
